QUOTA,CATEGORY,STATE,INSTITUTE,COURSE,FEE,BEDS,BOND YEARS,BOND PENALTY,STIPEND YEAR 1,CR 2023 1,CR 2023 2,CR 2024 1,CR 2024 2,CR 2024 3,CR 2024 4,CR 2024 5,CR 2024 6,CR 2024 7,CR 2024 8,CR 2025 1,Column-22,,,,,,,
MAHA-Govt-MKB,OPEN,Maharashtra,"BJMC, Pune",MBBS,"₹ 1,58,600",1296,1,"₹ 10,00,000","₹ 18,000",10450,27596,18494,18494,18494,-,-,-,-,-,-,,,,,,,,
MAHA-Govt-All,OPEN,Maharashtra,"Rajarshee CSM Govt MC,Kolhapur",MBBS,"₹ 1,58,600",665,1,"₹ 10,00,000","₹ 18,000",21986,23683,18096,18389,18496,-,-,-,-,-,15898,,,,,,,,
MAHA-Govt-AllW,OBC,Maharashtra,"Govt Med Coll, Mumbai",MBBS,"₹ 1,58,600",1026,1,"₹ 10,00,000","₹ 18,000",-,-,18509,18509,18509,-,-,-,-,-,16404,,,,,,,,
MAHA-Govt-AllW,NT2,Maharashtra,"Govt Med Coll, Nagpur",MBBS,"₹ 1,58,600",1866,1,"₹ 10,00,000","₹ 18,000",28964,28964,18512,18512,18512,-,-,-,-,-,21023,,,,,,,,
MAHA-Govt-All,NT3,Maharashtra,"Govt Med Coll, Mumbai",MBBS,"₹ 1,58,600",1026,1,"₹ 10,00,000","₹ 18,000",-,-,18568,18568,18568,-,-,-,-,-,-,,,,,,,,
MAHA-Govt-AllW,OBC,Maharashtra,"Indira Gandhi MedColl, Nagpur",MBBS,"₹ 1,58,600",822,1,"₹ 10,00,000","₹ 18,000",19276,20831,18689,18689,18689,-,-,-,-,-,20951,,,,,,,,
MAHA-Govt-All,SEBC,Maharashtra,"Grant Med Coll, Mumbai",MBBS,"₹ 1,58,600",2844,1,"₹ 10,00,000","₹ 18,000",-,-,10517,10517,18691,-,-,-,-,-,11044,,,,,,,,
MAHA-Govt-All,OBC,Maharashtra,"Indira Gandhi MedColl, Nagpur",MBBS,"₹ 1,58,600",822,1,"₹ 10,00,000","₹ 18,000",20225,21032,18595,23641,18712,-,-,-,-,-,19311,,,,,,,,
MAHA-Govt-MKB,OPEN,Maharashtra,"Grant Med Coll, Mumbai",MBBS,"₹ 1,58,600",2844,1,"₹ 10,00,000","₹ 18,000",16374,34161,18715,18715,18715,-,-,-,-,-,28206,,,,,,,,
MAHA-Govt-All,OBC,Maharashtra,"Govt Med Coll, Mumbai",MBBS,"₹ 1,58,600",1026,1,"₹ 10,00,000","₹ 18,000",-,-,18772,18772,18772,-,-,-,-,-,18310,,,,,,,,
MAHA-Govt-Defense,DEF1,Maharashtra,"Grant Med Coll, Mumbai",MBBS,"₹ 1,58,600",2844,1,"₹ 10,00,000","₹ 18,000",10295,20141,18853,18853,18853,-,-,-,-,-,10842,,,,,,,,
MAHA-Govt-HillyArea,OBC,Maharashtra,"Govt Med Coll, Mumbai",MBBS,"₹ 1,58,600",1026,1,"₹ 10,00,000","₹ 18,000",-,-,18864,18864,18864,-,-,-,-,-,-,,,,,,,,
MAHA-Govt-AllW,OPEN,Maharashtra,"Rajarshee CSM Govt MC,Kolhapur",MBBS,"₹ 1,58,600",665,1,"₹ 10,00,000","₹ 18,000",20547,22290,17263,17263,18881,-,-,-,-,-,14956,,,,,,,,
MAHA-Govt-Defense,DEF3,Maharashtra,"Lokmanya Tilak, Sion, Mumbai",MBBS,"₹ 1,58,600",1462,1,"₹ 10,00,000","₹ 18,000",8599,23895,18893,18893,18893,-,-,-,-,-,-,,,,,,,,
MAHA-Govt-AllW,SEBC,Maharashtra,"Govt Med Coll, Aurangabad",MBBS,"₹ 1,58,600",1177,1,"₹ 10,00,000","₹ 18,000",-,-,18938,18938,18938,-,-,-,-,-,19504,,,,,,,,
MAHA-Govt-Defense,DEF1,Maharashtra,"Lokmanya Tilak, Sion, Mumbai",MBBS,"₹ 1,58,600",1462,1,"₹ 10,00,000","₹ 18,000",20141,27771,11953,19010,19010,-,-,-,-,-,24064,,,,,,,,
MAHA-Govt-All,SEBC,Maharashtra,"Govt Med Coll, Mumbai",MBBS,"₹ 1,58,600",1026,1,"₹ 10,00,000","₹ 18,000",-,-,19258,19258,19258,-,-,-,-,-,20552,,,,,,,,
MAHA-Govt-All,SEBC,Maharashtra,"Govt Med Coll, Nagpur",MBBS,"₹ 1,58,600",1866,1,"₹ 10,00,000","₹ 18,000",-,-,16200,16200,19320,-,-,-,-,-,19337,,,,,,,,
MAHA-Govt-AllW,SEBC,Maharashtra,"Govt Med Coll, Mumbai",MBBS,"₹ 1,58,600",1026,1,"₹ 10,00,000","₹ 18,000",-,-,19335,19335,19335,-,-,-,-,-,17945,,,,,,,,
MAHA-Govt-All,NT2,Maharashtra,"Govt Med Coll, Baramati",MBBS,"₹ 1,58,600",310,1,"₹ 10,00,000","₹ 18,000",33657,33203,19550,19550,19550,-,-,-,-,-,20717,,,,,,,,
MAHA-Govt-AllW,NT3,Maharashtra,"Topiwala, Mumbai",MBBS,"₹ 1,58,600",1300,1,"₹ 10,00,000","₹ 18,000",7963,7963,19601,19601,19601,-,-,-,-,-,10231,,,,,,,,
MAHA-Govt-All,SEBC,Maharashtra,"BJMC, Pune",MBBS,"₹ 1,58,600",1296,1,"₹ 10,00,000","₹ 18,000",-,-,8482,8891,19611,-,-,-,-,-,7752,,,,,,,,
MAHA-Govt-All,NT3,Maharashtra,"Govt Med Coll, Aurangabad",MBBS,"₹ 1,58,600",1177,1,"₹ 10,00,000","₹ 18,000",15416,15416,19733,19733,19733,-,-,-,-,-,12582,,,,,,,,
MAHA-Govt-All,OPEN,Maharashtra,"Govt Med Coll, Aurangabad",MBBS,"₹ 1,58,600",1177,1,"₹ 10,00,000","₹ 18,000",14095,16701,13536,14606,19777,-,-,-,-,-,10484,,,,,,,,
MAHA-Govt-AllW,NT2,Maharashtra,"HBT & RN Cooper, Mumbai",MBBS,"₹ 1,58,600",940,1,"₹ 10,00,000","₹ 18,000",25269,25269,19803,19803,19803,-,-,-,-,-,13424,,,,,,,,
MAHA-Govt-AllW,VJA,Maharashtra,"BJMC, Pune",MBBS,"₹ 1,58,600",1296,1,"₹ 10,00,000","₹ 18,000",25799,25799,19866,19866,19866,-,-,-,-,-,15824,,,,,,,,
MAHA-Govt-AllW,EWS,Maharashtra,"Topiwala, Mumbai",MBBS,"₹ 1,58,600",1300,1,"₹ 10,00,000","₹ 18,000",12524,14272,19953,19953,19953,-,-,-,-,-,24105,,,,,,,,
MAHA-Govt-All,OPEN,Maharashtra,"Govt Med Coll, Miraj",MBBS,"₹ 1,58,600",725,1,"₹ 10,00,000","₹ 18,000",20348,22635,17963,18496,19997,-,-,-,-,-,17272,,,,,,,,
MAHA-Govt-AllW,SEBC,Maharashtra,"Govt Med Coll, Baramati",MBBS,"₹ 1,58,600",310,1,"₹ 10,00,000","₹ 18,000",-,-,20043,20043,20043,-,-,-,-,-,21252,,,,,,,,
MAHA-Govt-HillyArea,OBC,Maharashtra,"VMMC, Solapur",MBBS,"₹ 1,58,600",763,1,"₹ 10,00,000","₹ 18,000",-,-,20137,20137,20137,-,-,-,-,-,16824,,,,,,,,
MAHA-Govt-AllW,OPEN,Maharashtra,"Govt Med Coll, Miraj",MBBS,"₹ 1,58,600",725,1,"₹ 10,00,000","₹ 18,000",19510,22818,17087,18718,20141,-,-,-,-,-,16552,,,,,,,,
MAHA-Govt-HillyArea,NT3,Maharashtra,"Indira Gandhi MedColl, Nagpur",MBBS,"₹ 1,58,600",822,1,"₹ 10,00,000","₹ 18,000",-,-,-,-,20165,-,-,-,-,-,-,,,,,,,,
MAHA-Govt-All,OPEN,Maharashtra,"Govt Med Coll, Nagpur",MBBS,"₹ 1,58,600",1866,1,"₹ 10,00,000","₹ 18,000",11671,13864,9355,12491,20361,-,-,-,-,-,8354,,,,,,,,
MAHA-Govt-AllW,SEBC,Maharashtra,"Govt Med Coll, Nagpur",MBBS,"₹ 1,58,600",1866,1,"₹ 10,00,000","₹ 18,000",-,-,18932,20428,20428,-,-,-,-,-,23131,,,,,,,,
MAHA-Govt-HillyArea,OBC,Maharashtra,"Rajarshee CSM Govt MC,Kolhapur",MBBS,"₹ 1,58,600",665,1,"₹ 10,00,000","₹ 18,000",-,-,-,-,20435,-,-,-,-,-,17733,,,,,,,,
MAHA-Govt-HillyAreaW,OBC,Maharashtra,"Rajiv Gandhi MC & CSMH, Thane",MBBS,"₹ 1,58,600",500,1,"₹ 10,00,000","₹ 18,000",-,-,17634,17634,20563,-,-,-,-,-,-,,,,,,,,
MAHA-Govt-All,OPEN,Maharashtra,"MGIMS, Wardha",MBBS,"₹ 1,58,600",1000,1,"₹ 10,00,000","₹ 18,000",-,23997,17437,20087,20579,-,-,-,-,-,16882,,,,,,,,
MAHA-Govt-HillyArea,NT2,Maharashtra,"Rajiv Gandhi MC & CSMH, Thane",MBBS,"₹ 1,58,600",500,1,"₹ 10,00,000","₹ 18,000",-,-,-,-,20592,-,-,-,-,-,-,,,,,,,,
MAHA-Govt-AllW,NT2,Maharashtra,"Topiwala, Mumbai",MBBS,"₹ 1,58,600",1300,1,"₹ 10,00,000","₹ 18,000",16102,16102,11340,20645,20645,-,-,-,-,-,11341,,,,,,,,
MAHA-Govt-All,NT3,Maharashtra,"VMMC, Solapur",MBBS,"₹ 1,58,600",763,1,"₹ 10,00,000","₹ 18,000",19865,19865,20725,20725,20725,-,-,-,-,-,16672,,,,,,,,
MAHA-Govt-DefenseW,DEF1,Maharashtra,"Lokmanya Tilak, Sion, Mumbai",MBBS,"₹ 1,58,600",1462,1,"₹ 10,00,000","₹ 18,000",16469,25836,20763,20763,20763,-,-,-,-,-,21379,,,,,,,,
MAHA-Govt-All,EWS,Maharashtra,"Lokmanya Tilak, Sion, Mumbai",MBBS,"₹ 1,58,600",1462,1,"₹ 10,00,000","₹ 18,000",11020,11577,20796,20796,20796,-,-,-,-,-,21795,,,,,,,,
MAHA-Govt-AllW,OPEN,Maharashtra,"Govt Med Coll, Nanded",MBBS,"₹ 1,58,600",750,1,"₹ 10,00,000","₹ 18,000",22020,23803,18903,20170,20799,-,-,-,-,-,20083,,,,,,,,
MAHA-Govt-HillyAreaW,OBC,Maharashtra,"VMMC, Solapur",MBBS,"₹ 1,58,600",763,1,"₹ 10,00,000","₹ 18,000",-,-,-,-,20827,-,-,-,-,-,-,,,,,,,,
MAHA-Govt-All,NT3,Maharashtra,"Indira Gandhi MedColl, Nagpur",MBBS,"₹ 1,58,600",822,1,"₹ 10,00,000","₹ 18,000",19279,19279,20165,20831,20831,-,-,-,-,-,15893,,,,,,,,
MAHA-Govt-All,OBC,Maharashtra,"Govt Med Coll, Baramati",MBBS,"₹ 1,58,600",310,1,"₹ 10,00,000","₹ 18,000",24133,24535,20234,20849,20849,-,-,-,-,-,20254,,,,,,,,
MAHA-Govt-AllW,OBC,Maharashtra,"Rajiv Gandhi MC & CSMH, Thane",MBBS,"₹ 1,58,600",500,1,"₹ 10,00,000","₹ 18,000",20475,20866,19906,20937,20937,-,-,-,-,-,20988,,,,,,,,
MAHA-Govt-HillyArea,OBC,Maharashtra,"Rajiv Gandhi MC & CSMH, Thane",MBBS,"₹ 1,58,600",500,1,"₹ 10,00,000","₹ 18,000",19650,19650,-,-,21329,-,-,-,-,-,27171,,,,,,,,
MAHA-Govt-HillyArea,EWS,Maharashtra,"Topiwala, Mumbai",MBBS,"₹ 1,58,600",1300,1,"₹ 10,00,000","₹ 18,000",-,-,-,-,21342,-,-,-,-,-,25531,,,,,,,,
MAHA-Govt-AllW,OBC,Maharashtra,"Govt Med Coll, Baramati",MBBS,"₹ 1,58,600",310,1,"₹ 10,00,000","₹ 18,000",23484,23484,21346,21346,21346,-,-,-,-,-,19519,,,,,,,,
MAHA-Govt-MKB,OPEN,Maharashtra,"Govt Med Coll, Aurangabad",MBBS,"₹ 1,58,600",1177,1,"₹ 10,00,000","₹ 18,000",-,-,25726,21395,21395,-,-,-,-,-,52082,,,,,,,,
MAHA-Govt-All,NT3,Maharashtra,"Govt Med Coll, Miraj",MBBS,"₹ 1,58,600",725,1,"₹ 10,00,000","₹ 18,000",26827,26827,21431,21431,21431,-,-,-,-,-,18586,,,,,,,,
MAHA-Govt-AllW,OPEN,Maharashtra,"Govt Med Coll, Satara",MBBS,"₹ 1,58,600",361,1,"₹ 10,00,000","₹ 18,000",24783,28088,20312,21469,21469,-,-,-,-,-,18587,,,,,,,,
MAHA-Govt-All,EWS,Maharashtra,"Topiwala, Mumbai",MBBS,"₹ 1,58,600",1300,1,"₹ 10,00,000","₹ 18,000",11042,11679,21470,21470,21470,-,-,-,-,-,21297,,,,,,,,
MAHA-Govt-All,NT2,Maharashtra,"Govt Med Coll, Nagpur",MBBS,"₹ 1,58,600",1866,1,"₹ 10,00,000","₹ 18,000",25330,28519,20645,21506,21506,-,-,-,-,-,19109,,,,,,,,
MAHA-Govt-All,SEBC,Maharashtra,"Govt Med Coll, Baramati",MBBS,"₹ 1,58,600",310,1,"₹ 10,00,000","₹ 18,000",-,-,21514,21514,21514,-,-,-,-,-,20824,,,,,,,,
MAHA-Govt-All,OBC,Maharashtra,"Rajiv Gandhi MC & CSMH, Thane",MBBS,"₹ 1,58,600",500,1,"₹ 10,00,000","₹ 18,000",19288,20695,18407,21636,21636,-,-,-,-,-,19734,,,,,,,,
MAHA-Govt-All,VJA,Maharashtra,"Rajiv Gandhi MC & CSMH, Thane",MBBS,"₹ 1,58,600",500,1,"₹ 10,00,000","₹ 18,000",39778,39778,21707,21707,21707,-,-,-,-,-,40407,,,,,,,,
MAHA-Govt-AllW,VJA,Maharashtra,"Grant Med Coll, Mumbai",MBBS,"₹ 1,58,600",2844,1,"₹ 10,00,000","₹ 18,000",31124,31124,21759,21759,21759,-,-,-,-,-,19019,,,,,,,,
MAHA-Govt-HillyArea,OPEN,Maharashtra,"VMMC, Solapur",MBBS,"₹ 1,58,600",763,1,"₹ 10,00,000","₹ 18,000",13102,13102,14751,21989,21989,-,-,-,-,-,12996,,,,,,,,
MAHA-Govt-Defense,DEF1,Maharashtra,"HBT & RN Cooper, Mumbai",MBBS,"₹ 1,58,600",940,1,"₹ 10,00,000","₹ 18,000",26681,26681,22081,22081,22081,-,-,-,-,-,16268,,,,,,,,
MAHA-Govt-AllW,NT3,Maharashtra,"Govt Med Coll, Nagpur",MBBS,"₹ 1,58,600",1866,1,"₹ 10,00,000","₹ 18,000",16257,16257,17650,22169,22169,-,-,-,-,-,17405,,,,,,,,
MAHA-Govt-AllW,EWS,Maharashtra,"HBT & RN Cooper, Mumbai",MBBS,"₹ 1,58,600",940,1,"₹ 10,00,000","₹ 18,000",13183,14298,22227,22227,22227,-,-,-,-,-,23411,,,,,,,,
MAHA-Govt-All,OPEN,Maharashtra,"Govt Med Coll, Latur",MBBS,"₹ 1,58,600",750,1,"₹ 10,00,000","₹ 18,000",24301,26133,21826,22486,22486,-,-,-,-,-,21824,,,,,,,,
MAHA-Govt-All,OBC,Maharashtra,"VMMC, Solapur",MBBS,"₹ 1,58,600",763,1,"₹ 10,00,000","₹ 18,000",22346,22844,21694,22555,22590,-,-,-,-,-,22052,,,,,,,,
MAHA-Govt-All,NT2,Maharashtra,"Rajiv Gandhi MC & CSMH, Thane",MBBS,"₹ 1,58,600",500,1,"₹ 10,00,000","₹ 18,000",29749,29749,22662,22662,22662,-,-,-,-,-,19906,,,,,,,,
MAHA-Govt-All,NT3,Maharashtra,"SRTT, Ambajogai",MBBS,"₹ 1,58,600",518,1,"₹ 10,00,000","₹ 18,000",30638,30638,22726,22726,22726,-,-,-,-,-,27922,,,,,,,,
MAHA-Govt-AllW,NT3,Maharashtra,"Indira Gandhi MedColl, Nagpur",MBBS,"₹ 1,58,600",822,1,"₹ 10,00,000","₹ 18,000",29679,29679,22169,22839,22839,-,-,-,-,-,23515,,,,,,,,
MAHA-Govt-AllW,SEBC,Maharashtra,"VMMC, Solapur",MBBS,"₹ 1,58,600",763,1,"₹ 10,00,000","₹ 18,000",-,-,22868,22868,22868,-,-,-,-,-,25761,,,,,,,,
MAHA-Govt-AllW,OPEN,Maharashtra,"Govt Med Coll, Latur",MBBS,"₹ 1,58,600",750,1,"₹ 10,00,000","₹ 18,000",22852,25719,20799,22907,22907,-,-,-,-,-,21728,,,,,,,,
MAHA-Govt-All,NT3,Maharashtra,"Govt Med Coll, Latur",MBBS,"₹ 1,58,600",750,1,"₹ 10,00,000","₹ 18,000",27654,27654,22970,22970,22970,-,-,-,-,-,27558,,,,,,,,
MAHA-Govt-All,NT2,Maharashtra,"Govt Med Coll, Aurangabad",MBBS,"₹ 1,58,600",1177,1,"₹ 10,00,000","₹ 18,000",28415,28415,23033,23033,23033,-,-,-,-,-,18179,,,,,,,,
MAHA-Govt-AllW,NT2,Maharashtra,"Rajarshee CSM Govt MC,Kolhapur",MBBS,"₹ 1,58,600",665,1,"₹ 10,00,000","₹ 18,000",33564,33564,23062,23062,23062,-,-,-,-,-,25079,,,,,,,,
MAHA-Govt-HillyArea,NT2,Maharashtra,"VMMC, Solapur",MBBS,"₹ 1,58,600",763,1,"₹ 10,00,000","₹ 18,000",33689,33689,-,-,23285,-,-,-,-,-,-,,,,,,,,
MAHA-Govt-AllW,NT3,Maharashtra,"Rajiv Gandhi MC & CSMH, Thane",MBBS,"₹ 1,58,600",500,1,"₹ 10,00,000","₹ 18,000",25383,25383,23489,23489,23489,-,-,-,-,-,17991,,,,,,,,
MAHA-Govt-All,VJA,Maharashtra,"Govt Med Coll, Nagpur",MBBS,"₹ 1,58,600",1866,1,"₹ 10,00,000","₹ 18,000",30881,30881,23563,23563,23563,-,-,-,-,-,32497,,,,,,,,
MAHA-Govt-Defense,DEF3,Maharashtra,"Topiwala, Mumbai",MBBS,"₹ 1,58,600",1300,1,"₹ 10,00,000","₹ 18,000",-,-,15938,23635,23635,-,-,-,-,-,23052,,,,,,,,
MAHA-Govt-HillyArea,OBC,Maharashtra,"Indira Gandhi MedColl, Nagpur",MBBS,"₹ 1,58,600",822,1,"₹ 10,00,000","₹ 18,000",21620,24075,20563,-,23641,-,-,-,-,-,19755,,,,,,,,
MAHA-Govt-DefenseW,DEF3,Maharashtra,"BJMC, Pune",MBBS,"₹ 1,58,600",1296,1,"₹ 10,00,000","₹ 18,000",-,-,23668,23668,23668,-,-,-,-,-,-,,,,,,,,
MAHA-Govt-AllW,OBC,Maharashtra,"VMMC, Solapur",MBBS,"₹ 1,58,600",763,1,"₹ 10,00,000","₹ 18,000",21949,24338,22236,23763,23763,-,-,-,-,-,22027,,,,,,,,
MAHA-Govt-AllW,SEBC,Maharashtra,"Rajiv Gandhi MC & CSMH, Thane",MBBS,"₹ 1,58,600",500,1,"₹ 10,00,000","₹ 18,000",-,-,15256,23945,23945,-,-,-,-,-,20830,,,,,,,,
MAHA-Govt-HillyArea,OBC,Maharashtra,"Govt Med Coll, Baramati",MBBS,"₹ 1,58,600",310,1,"₹ 10,00,000","₹ 18,000",23529,23529,-,-,24008,-,-,-,-,-,26387,,,,,,,,
MAHA-Govt-All,OPEN,Maharashtra,"Indira Gandhi MedColl, Nagpur",MBBS,"₹ 1,58,600",822,1,"₹ 10,00,000","₹ 18,000",16701,19725,14823,16341,24070,-,-,-,-,-,12365,,,,,,,,
MAHA-Govt-All,NT2-PH,Maharashtra,"Govt Med Coll, Nagpur",MBBS,"₹ 1,58,600",1866,1,"₹ 10,00,000","₹ 18,000",-,-,981238,981238,24170,-,-,-,-,-,-,,,,,,,,
MAHA-Govt-All,EWS,Maharashtra,"HBT & RN Cooper, Mumbai",MBBS,"₹ 1,58,600",940,1,"₹ 10,00,000","₹ 18,000",11806,12242,24204,24204,24204,-,-,-,-,-,23102,,,,,,,,
MAHA-Govt-Defense,DEF2,Maharashtra,"HBT & RN Cooper, Mumbai",MBBS,"₹ 1,58,600",940,1,"₹ 10,00,000","₹ 18,000",-,-,24211,24211,24211,-,-,-,-,-,-,,,,,,,,
MAHA-Govt-All,NT1,Maharashtra,"Govt Med Coll, Nagpur",MBBS,"₹ 1,58,600",1866,1,"₹ 10,00,000","₹ 18,000",46701,54756,24363,24363,24363,-,-,-,-,-,23830,,,,,,,,
MAHA-Govt-AllW,OPEN,Maharashtra,"Govt Med Coll, Akola",MBBS,"₹ 1,58,600",840,1,"₹ 10,00,000","₹ 18,000",22879,26689,21086,23513,24373,-,-,-,-,-,22469,,,,,,,,
MAHA-Govt-All,NT3,Maharashtra,"Govt Med Coll, Nanded",MBBS,"₹ 1,58,600",750,1,"₹ 10,00,000","₹ 18,000",26654,30566,24542,24542,24542,-,-,-,-,-,21874,,,,,,,,
MAHA-Govt-HillyArea,EWS,Maharashtra,"Govt Med Coll, Nagpur",MBBS,"₹ 1,58,600",1866,1,"₹ 10,00,000","₹ 18,000",22170,22170,-,-,24566,-,-,-,-,-,26942,,,,,,,,
MAHA-Govt-AllW,NT1,Maharashtra,"Govt Med Coll, Miraj",MBBS,"₹ 1,58,600",725,1,"₹ 10,00,000","₹ 18,000",63718,63718,24776,24776,24776,-,-,-,-,-,69436,,,,,,,,
MAHA-Govt-All,NT2,Maharashtra,"Govt Med Coll, Mumbai",MBBS,"₹ 1,58,600",1026,1,"₹ 10,00,000","₹ 18,000",-,-,24804,24804,24804,-,-,-,-,-,20413,,,,,,,,
MAHA-Govt-AllW,EWS,Maharashtra,"Govt Med Coll, Mumbai",MBBS,"₹ 1,58,600",1026,1,"₹ 10,00,000","₹ 18,000",-,-,24863,24863,24863,-,-,-,-,-,25722,,,,,,,,
MAHA-Govt-All,NT3,Maharashtra,"Rajarshee CSM Govt MC,Kolhapur",MBBS,"₹ 1,58,600",665,1,"₹ 10,00,000","₹ 18,000",32339,32339,24904,24904,24904,-,-,-,-,-,20272,,,,,,,,
MAHA-Govt-DefenseW,DEF2,Maharashtra,"Seth GS, Mumbai",MBBS,"₹ 1,58,600",2250,1,"₹ 10,00,000","₹ 18,000",-,-,24938,24938,24938,-,-,-,-,-,-,,,,,,,,
MAHA-Govt-AllW,EWS,Maharashtra,"Govt Med Coll, Nagpur",MBBS,"₹ 1,58,600",1866,1,"₹ 10,00,000","₹ 18,000",15644,17621,23414,25122,25122,-,-,-,-,-,28939,,,,,,,,
MAHA-Govt-All,OBC,Maharashtra,"Rajarshee CSM Govt MC,Kolhapur",MBBS,"₹ 1,58,600",665,1,"₹ 10,00,000","₹ 18,000",27398,27939,24463,25243,25243,-,-,-,-,-,24724,,,,,,,,
MAHA-Govt-AllW,OBC,Maharashtra,"Rajarshee CSM Govt MC,Kolhapur",MBBS,"₹ 1,58,600",665,1,"₹ 10,00,000","₹ 18,000",26739,27969,25273,25273,25273,-,-,-,-,-,24214,,,,,,,,
MAHA-Govt-All,VJA,Maharashtra,"Lokmanya Tilak, Sion, Mumbai",MBBS,"₹ 1,58,600",1462,1,"₹ 10,00,000","₹ 18,000",16301,16301,15320,15320,25413,-,-,-,-,-,27605,,,,,,,,
MAHA-Govt-AllW,NT1,Maharashtra,"Lokmanya Tilak, Sion, Mumbai",MBBS,"₹ 1,58,600",1462,1,"₹ 10,00,000","₹ 18,000",30621,30621,25465,25465,25465,-,-,-,-,-,33252,,,,,,,,
MAHA-Govt-All,SEBC,Maharashtra,"Rajarshee CSM Govt MC,Kolhapur",MBBS,"₹ 1,58,600",665,1,"₹ 10,00,000","₹ 18,000",-,-,24954,25488,25488,-,-,-,-,-,26394,,,,,,,,
MAHA-Govt-All,OBC,Maharashtra,"Govt Med Coll, Miraj",MBBS,"₹ 1,58,600",725,1,"₹ 10,00,000","₹ 18,000",25660,26004,23799,25520,25520,-,-,-,-,-,25510,,,,,,,,
MAHA-Govt-AllW,SEBC,Maharashtra,"Govt Med Coll, Miraj",MBBS,"₹ 1,58,600",725,1,"₹ 10,00,000","₹ 18,000",-,-,24103,25533,25533,-,-,-,-,-,28908,,,,,,,,
MAHA-Govt-AllW,OBC,Maharashtra,"Govt Med Coll, Miraj",MBBS,"₹ 1,58,600",725,1,"₹ 10,00,000","₹ 18,000",25189,26717,23641,25642,25642,-,-,-,-,-,25016,,,,,,,,
MAHA-Govt-AllW,EWS,Maharashtra,"Lokmanya Tilak, Sion, Mumbai",MBBS,"₹ 1,58,600",1462,1,"₹ 10,00,000","₹ 18,000",10701,11099,17835,21595,25741,-,-,-,-,-,20748,,,,,,,,
MAHA-Govt-All,NT2,Maharashtra,"Govt Med Coll, Miraj",MBBS,"₹ 1,58,600",725,1,"₹ 10,00,000","₹ 18,000",31112,31112,27106,27106,25777,-,-,-,-,-,27606,,,,,,,,
MAHA-Govt-All,OPEN,Maharashtra,"Govt Med Coll, Satara",MBBS,"₹ 1,58,600",361,1,"₹ 10,00,000","₹ 18,000",26271,28096,21129,21275,25868,-,-,-,-,-,20432,,,,,,,,
MAHA-Govt-All,OPEN,Maharashtra,"Govt Med Coll, Nanded",MBBS,"₹ 1,58,600",750,1,"₹ 10,00,000","₹ 18,000",22172,24235,18638,20024,25887,-,-,-,-,-,20261,,,,,,,,
MAHA-Govt-All,SEBC,Maharashtra,"Indira Gandhi MedColl, Nagpur",MBBS,"₹ 1,58,600",822,1,"₹ 10,00,000","₹ 18,000",-,-,22151,25915,25915,-,-,-,-,-,24365,,,,,,,,
MAHA-Govt-All,OPEN,Maharashtra,"SRTT, Ambajogai",MBBS,"₹ 1,58,600",518,1,"₹ 10,00,000","₹ 18,000",26320,28583,22486,25366,25918,-,-,-,-,-,26433,,,,,,,,
MAHA-Govt-HillyArea,OBC,Maharashtra,"Govt Med Coll, Miraj",MBBS,"₹ 1,58,600",725,1,"₹ 10,00,000","₹ 18,000",-,-,21989,25952,25952,-,-,-,-,-,28441,,,,,,,,
MAHA-Govt-All,SEBC,Maharashtra,"Govt Med Coll, Miraj",MBBS,"₹ 1,58,600",725,1,"₹ 10,00,000","₹ 18,000",-,-,25434,25998,25998,-,-,-,-,-,29210,,,,,,,,
MAHA-Govt-All,OPEN,Maharashtra,"Govt Med Coll, Akola",MBBS,"₹ 1,58,600",840,1,"₹ 10,00,000","₹ 18,000",25537,28246,23386,24200,26052,-,-,-,-,-,24307,,,,,,,,
MAHA-Govt-AllW,NT1,Maharashtra,"Topiwala, Mumbai",MBBS,"₹ 1,58,600",1300,1,"₹ 10,00,000","₹ 18,000",46195,46195,26171,26171,26171,-,-,-,-,-,36047,,,,,,,,
MAHA-Govt-All,NT1,Maharashtra,"Grant Med Coll, Mumbai",MBBS,"₹ 1,58,600",2844,1,"₹ 10,00,000","₹ 18,000",33436,33436,26184,26184,26184,-,-,-,-,-,24864,,,,,,,,
MAHA-Govt-All,NT3,Maharashtra,"Govt Med Coll, Akola",MBBS,"₹ 1,58,600",840,1,"₹ 10,00,000","₹ 18,000",29209,29209,26273,26273,26273,-,-,-,-,-,31932,,,,,,,,
MAHA-Govt-AllW,OPEN,Maharashtra,"SRTT, Ambajogai",MBBS,"₹ 1,58,600",518,1,"₹ 10,00,000","₹ 18,000",25689,28307,22359,25382,26280,-,-,-,-,-,23818,,,,,,,,
MAHA-Govt-All,OBC,Maharashtra,"Govt Med Coll, Nanded",MBBS,"₹ 1,58,600",750,1,"₹ 10,00,000","₹ 18,000",27879,28992,25175,26293,26293,-,-,-,-,-,27825,,,,,,,,
MAHA-Govt-DefenseW,DEF1,Maharashtra,"Grant Med Coll, Mumbai",MBBS,"₹ 1,58,600",2844,1,"₹ 10,00,000","₹ 18,000",3464,15610,26486,26486,26486,-,-,-,-,-,5572,,,,,,,,
MAHA-Govt-All,NT2,Maharashtra,"VMMC, Solapur",MBBS,"₹ 1,58,600",763,1,"₹ 10,00,000","₹ 18,000",30561,30561,26538,26538,26538,-,-,-,-,-,24768,,,,,,,,
