QUOTA,CATEGORY,STATE,INSTITUTE,COURSE,FEE,BEDS,BOND YEARS,BOND PENALTY,STIPEND YEAR 1,CR 2023 1,CR 2023 2,CR 2023 3,CR 2023 4,CR 2023 5,CR 2023 6,CR 2024 1,CR 2024 2,CR 2024 3,CR 2024 4,CR 2024 5,CR 2024 6,CR 2024 7,CR 2025 1
AIIMS SO,EWS,West Bengal,"AIIMS, Kalyani",MBBS,"₹ 1,350",300,0,₹ 0,"₹30,700",4044,4614,4657,-,-,-,4033,4033,4033,-,-,-,-,4292
AIIMS SO,SC,West Bengal,"AIIMS, Kalyani",MBBS,"₹ 1,350",300,0,₹ 0,"₹30,700",21852,24985,24985,-,-,-,20519,20660,20728,-,-,-,-,17433
AIIMS SO,ST,West Bengal,"AIIMS, Kalyani",MBBS,"₹ 1,350",300,0,₹ 0,"₹30,700",55567,55567,55567,-,-,-,53893,56211,56211,-,-,-,-,48654
AIIMS SO,OBC-PwD,West Bengal,"AIIMS, Kalyani",MBBS,"₹ 1,350",300,0,₹ 0,"₹30,700",187827,187827,187827,-,-,-,291525,291525,291525,-,-,-,-,386570
AIIMS SO,Open-PwD,West Bengal,"AIIMS, Kalyani",MBBS,"₹ 1,350",300,0,₹ 0,"₹30,700",66610,66610,66610,-,-,-,244279,314536,314536,-,-,-,-,262176
AIIMS SO,SC-PwD,West Bengal,"AIIMS, Kalyani",MBBS,"₹ 1,350",300,0,₹ 0,"₹30,700",614853,614853,614853,-,-,-,494797,494797,494797,-,-,-,-,671008
AIIMS SO,EWS-PwD,West Bengal,"AIIMS, Kalyani",MBBS,"₹ 1,350",300,0,₹ 0,"₹30,700",427783,427783,427783,-,-,-,267698,499636,499636,-,-,-,-,503151
AIIMS SO,ST-PwD,West Bengal,"AIIMS, Kalyani",MBBS,"₹ 1,350",300,0,₹ 0,"₹30,700",-,-,-,-,-,-,716131,716131,716131,-,-,-,-,412250
AIIMS SO,Open,Tamil Nadu,"AIIMS, Madurai",MBBS,"₹ 1,350",Info Not Available,0,₹ 0,"₹30,700",4377,5201,6806,16183,-,21289,4531,5807,8765,19454,25037,-,-,3597
AIIMS SO,OBC,Tamil Nadu,"AIIMS, Madurai",MBBS,"₹ 1,350",Info Not Available,0,₹ 0,"₹30,700",5254,6556,7901,18184,-,23606,5142,7280,9299,-,-,-,-,4627
AIIMS SO,EWS,Tamil Nadu,"AIIMS, Madurai",MBBS,"₹ 1,350",Info Not Available,0,₹ 0,"₹30,700",6549,7723,8472,-,-,-,6186,9200,10757,22472,28752,-,-,6467
AIIMS SO,SC,Tamil Nadu,"AIIMS, Madurai",MBBS,"₹ 1,350",Info Not Available,0,₹ 0,"₹30,700",40087,44919,52252,-,-,-,31837,40973,43043,105492,138065,-,-,33807
AIIMS SO,ST,Tamil Nadu,"AIIMS, Madurai",MBBS,"₹ 1,350",Info Not Available,0,₹ 0,"₹30,700",66942,72637,90498,159677,-,-,60451,72945,82514,145910,168349,-,-,55735
AIIMS SO,EWS-PwD,Tamil Nadu,"AIIMS, Madurai",MBBS,"₹ 1,350",Info Not Available,0,₹ 0,"₹30,700",-,-,-,-,-,-,290369,290369,290369,-,-,-,-,-
AIIMS SO,Open-PwD,Tamil Nadu,"AIIMS, Madurai",MBBS,"₹ 1,350",Info Not Available,0,₹ 0,"₹30,700",351675,262156,262156,-,-,-,171368,399462,605872,-,-,-,-,190373
AIIMS SO,OBC-PwD,Tamil Nadu,"AIIMS, Madurai",MBBS,"₹ 1,350",Info Not Available,0,₹ 0,"₹30,700",403511,353972,439626,-,-,-,349771,418497,719437,746033,-,-,-,409125
AIIMS SO,Open,Andhra Pradesh,"AIIMS, Mangalagiri",MBBS,"₹ 1,350",960,0,₹ 0,"₹30,700",1720,1729,1729,-,-,-,1836,1836,1930,-,-,-,-,1357
AIIMS SO,EWS,Andhra Pradesh,"AIIMS, Mangalagiri",MBBS,"₹ 1,350",960,0,₹ 0,"₹30,700",3033,3033,3033,-,-,-,3329,3329,3329,-,-,-,-,4369
AIIMS SO,OBC,Andhra Pradesh,"AIIMS, Mangalagiri",MBBS,"₹ 1,350",960,0,₹ 0,"₹30,700",3153,3153,3528,-,-,-,3214,3575,3575,-,-,-,-,2520
AIIMS SO,SC,Andhra Pradesh,"AIIMS, Mangalagiri",MBBS,"₹ 1,350",960,0,₹ 0,"₹30,700",21762,21762,21762,-,-,-,21926,22508,23947,-,-,-,-,15527
AIIMS SO,ST,Andhra Pradesh,"AIIMS, Mangalagiri",MBBS,"₹ 1,350",960,0,₹ 0,"₹30,700",42236,42236,42236,-,-,-,41495,41495,41495,-,-,-,-,31007
AIIMS SO,Open-PwD,Andhra Pradesh,"AIIMS, Mangalagiri",MBBS,"₹ 1,350",960,0,₹ 0,"₹30,700",243336,243336,140973,-,-,-,134684,134684,134684,-,-,-,-,279531
AIIMS SO,ST-PwD,Andhra Pradesh,"AIIMS, Mangalagiri",MBBS,"₹ 1,350",960,0,₹ 0,"₹30,700",370451,370451,370451,-,-,-,385913,385913,385913,-,-,-,-,-
AIIMS SO,OBC-PwD,Andhra Pradesh,"AIIMS, Mangalagiri",MBBS,"₹ 1,350",960,0,₹ 0,"₹30,700",304907,304907,304907,-,-,-,318422,396672,396672,-,-,-,-,401069
AIIMS SO,EWS-PwD,Andhra Pradesh,"AIIMS, Mangalagiri",MBBS,"₹ 1,350",960,0,₹ 0,"₹30,700",349780,349780,349780,-,-,-,-,-,-,-,-,-,-,426233
AIIMS SO,SC-PwD,Andhra Pradesh,"AIIMS, Mangalagiri",MBBS,"₹ 1,350",960,0,₹ 0,"₹30,700",282642,282642,282642,-,-,-,-,-,-,-,-,-,-,630186
AIIMS SO,Open,Maharashtra,"AIIMS, Nagpur",MBBS,"₹ 1,350",500,0,₹ 0,"₹30,700",1187,1264,1264,-,-,-,946,946,953,-,-,-,-,862
AIIMS SO,OBC,Maharashtra,"AIIMS, Nagpur",MBBS,"₹ 1,350",500,0,₹ 0,"₹30,700",2141,2170,2170,-,-,-,1801,1801,1801,-,-,-,-,1520
AIIMS SO,EWS,Maharashtra,"AIIMS, Nagpur",MBBS,"₹ 1,350",500,0,₹ 0,"₹30,700",2593,2716,2716,-,-,-,1824,1824,1824,-,-,-,-,1885
AIIMS SO,SC,Maharashtra,"AIIMS, Nagpur",MBBS,"₹ 1,350",500,0,₹ 0,"₹30,700",11918,11918,12014,-,-,-,10774,10774,10774,-,-,-,-,8326
AIIMS SO,ST,Maharashtra,"AIIMS, Nagpur",MBBS,"₹ 1,350",500,0,₹ 0,"₹30,700",28083,28083,28083,-,-,-,22387,23240,23240,-,-,-,-,16192
AIIMS SO,Open-PwD,Maharashtra,"AIIMS, Nagpur",MBBS,"₹ 1,350",500,0,₹ 0,"₹30,700",135584,135584,135584,-,-,-,48798,48798,48798,-,-,-,-,137288
AIIMS SO,OBC-PwD,Maharashtra,"AIIMS, Nagpur",MBBS,"₹ 1,350",500,0,₹ 0,"₹30,700",136448,136448,136448,-,-,-,143278,143278,143278,-,-,-,-,168613
AIIMS SO,SC-PwD,Maharashtra,"AIIMS, Nagpur",MBBS,"₹ 1,350",500,0,₹ 0,"₹30,700",186094,186094,186094,-,-,-,145903,145903,145903,-,-,-,-,197744
AIIMS SO,EWS-PwD,Maharashtra,"AIIMS, Nagpur",MBBS,"₹ 1,350",500,0,₹ 0,"₹30,700",-,-,-,-,-,-,162851,162851,162851,-,-,-,-,339955
AIIMS SO,ST-PwD,Maharashtra,"AIIMS, Nagpur",MBBS,"₹ 1,350",500,0,₹ 0,"₹30,700",439278,439278,439278,-,-,-,-,-,-,-,-,-,-,-
AIIMS SO,Open,Bihar,"AIIMS, Patna",MBBS,"₹ 1,350",960,0,₹ 0,"₹30,700",1417,1628,1944,-,-,-,1297,1389,1476,-,-,-,-,1537
AIIMS SO,OBC,Bihar,"AIIMS, Patna",MBBS,"₹ 1,350",960,0,₹ 0,"₹30,700",2085,2276,2308,-,-,-,1963,1963,2004,-,-,-,-,2132
AIIMS SO,EWS,Bihar,"AIIMS, Patna",MBBS,"₹ 1,350",960,0,₹ 0,"₹30,700",2239,2563,2826,-,-,-,2371,2556,2927,-,-,-,-,2988
AIIMS SO,SC,Bihar,"AIIMS, Patna",MBBS,"₹ 1,350",960,0,₹ 0,"₹30,700",15079,18327,18327,-,-,-,15343,17486,19736,-,-,-,-,14209
AIIMS SO,ST,Bihar,"AIIMS, Patna",MBBS,"₹ 1,350",960,0,₹ 0,"₹30,700",39688,36699,36699,-,-,-,36138,42342,42342,-,-,-,-,28862
AIIMS SO,Open-PwD,Bihar,"AIIMS, Patna",MBBS,"₹ 1,350",960,0,₹ 0,"₹30,700",146897,146897,146897,-,-,-,141186,141186,141186,-,-,-,-,221737
AIIMS SO,OBC-PwD,Bihar,"AIIMS, Patna",MBBS,"₹ 1,350",960,0,₹ 0,"₹30,700",264090,264090,264090,-,-,-,190899,190899,397717,-,-,-,-,324957
AIIMS SO,SC-PwD,Bihar,"AIIMS, Patna",MBBS,"₹ 1,350",960,0,₹ 0,"₹30,700",274860,274860,274860,-,-,-,359798,661080,661080,-,-,-,-,436764
AIIMS SO,ST-PwD,Bihar,"AIIMS, Patna",MBBS,"₹ 1,350",960,0,₹ 0,"₹30,700",310803,310803,310803,-,-,-,862601,862601,862601,-,-,-,-,856041
AIIMS SO,EWS-PwD,Bihar,"AIIMS, Patna",MBBS,"₹ 1,350",960,0,₹ 0,"₹30,700",239869,239869,239869,-,-,-,-,-,-,-,-,-,-,-
AIIMS SO,Open,Uttar Pradesh,"AIIMS, Rai Bareli",MBBS,"₹ 1,350",Info Not Available,0,₹ 0,"₹30,700",2751,3079,3314,6901,-,-,2559,2852,2994,-,-,-,-,2600
AIIMS SO,OBC,Uttar Pradesh,"AIIMS, Rai Bareli",MBBS,"₹ 1,350",Info Not Available,0,₹ 0,"₹30,700",3550,3764,3725,-,-,-,3174,3480,3549,-,-,-,-,3279
AIIMS SO,EWS,Uttar Pradesh,"AIIMS, Rai Bareli",MBBS,"₹ 1,350",Info Not Available,0,₹ 0,"₹30,700",3572,4206,4350,-,-,-,3813,4216,4216,-,-,-,-,3646
AIIMS SO,SC,Uttar Pradesh,"AIIMS, Rai Bareli",MBBS,"₹ 1,350",Info Not Available,0,₹ 0,"₹30,700",29053,32784,36026,-,-,-,24357,28489,28465,-,-,-,-,23301
AIIMS SO,ST,Uttar Pradesh,"AIIMS, Rai Bareli",MBBS,"₹ 1,350",Info Not Available,0,₹ 0,"₹30,700",52423,52423,51580,146441,-,-,46129,51446,53282,-,-,-,-,41778
AIIMS SO,Open-PwD,Uttar Pradesh,"AIIMS, Rai Bareli",MBBS,"₹ 1,350",Info Not Available,0,₹ 0,"₹30,700",168713,168713,168713,-,-,-,217961,217961,217961,-,-,-,-,327221
AIIMS SO,OBC-PwD,Uttar Pradesh,"AIIMS, Rai Bareli",MBBS,"₹ 1,350",Info Not Available,0,₹ 0,"₹30,700",338361,338361,338361,-,-,-,251890,251890,251890,-,-,-,-,354913
AIIMS SO,SC-PwD,Uttar Pradesh,"AIIMS, Rai Bareli",MBBS,"₹ 1,350",Info Not Available,0,₹ 0,"₹30,700",251770,251770,251770,-,-,-,-,-,-,-,-,-,-,376229
AIIMS SO,ST-PwD,Uttar Pradesh,"AIIMS, Rai Bareli",MBBS,"₹ 1,350",Info Not Available,0,₹ 0,"₹30,700",-,-,-,-,-,-,-,-,-,-,-,-,-,1057165
AIIMS SO,EWS-PwD,Uttar Pradesh,"AIIMS, Rai Bareli",MBBS,"₹ 1,350",Info Not Available,0,₹ 0,"₹30,700",178494,452788,452788,-,-,-,-,-,-,-,-,-,-,-
AIIMS SO,Open,Chhattisgarh,"AIIMS, Raipur",MBBS,"₹ 1,350",960,0,₹ 0,"₹30,700",1180,1262,1369,-,-,-,1174,1180,1180,-,-,-,-,1235
AIIMS SO,OBC,Chhattisgarh,"AIIMS, Raipur",MBBS,"₹ 1,350",960,0,₹ 0,"₹30,700",1961,2022,2022,-,-,-,1910,2016,2062,5074,-,-,-,1914
AIIMS SO,EWS,Chhattisgarh,"AIIMS, Raipur",MBBS,"₹ 1,350",960,0,₹ 0,"₹30,700",2386,2732,2732,-,-,-,2132,2371,2371,-,-,-,-,2621
AIIMS SO,SC,Chhattisgarh,"AIIMS, Raipur",MBBS,"₹ 1,350",960,0,₹ 0,"₹30,700",11503,11503,11503,-,-,-,12473,13250,13250,-,-,-,-,12231
AIIMS SO,ST,Chhattisgarh,"AIIMS, Raipur",MBBS,"₹ 1,350",960,0,₹ 0,"₹30,700",26011,26011,26011,-,-,-,29531,29829,29829,-,-,-,-,22885
AIIMS SO,Open-PwD,Chhattisgarh,"AIIMS, Raipur",MBBS,"₹ 1,350",960,0,₹ 0,"₹30,700",169755,169755,169755,-,-,-,168898,168898,168898,-,-,-,-,194869
AIIMS SO,EWS-PwD,Chhattisgarh,"AIIMS, Raipur",MBBS,"₹ 1,350",960,0,₹ 0,"₹30,700",409930,409930,409930,-,-,-,191753,191753,191753,-,-,-,-,371868
AIIMS SO,OBC-PwD,Chhattisgarh,"AIIMS, Raipur",MBBS,"₹ 1,350",960,0,₹ 0,"₹30,700",222666,222666,222666,-,-,-,210185,210185,210185,-,-,-,-,306492
AIIMS SO,SC-PwD,Chhattisgarh,"AIIMS, Raipur",MBBS,"₹ 1,350",960,0,₹ 0,"₹30,700",604328,604328,604328,-,-,-,437760,437760,437760,-,-,-,-,230742
AIIMS SO,Open,Gujarat,"AIIMS, Rajkot",MBBS,"₹ 1,350",750,0,₹ 0,"₹30,700",2340,2970,3259,-,-,-,1854,2109,2194,5455,-,-,-,1997
AIIMS SO,OBC,Gujarat,"AIIMS, Rajkot",MBBS,"₹ 1,350",750,0,₹ 0,"₹30,700",3614,3801,4013,-,-,-,3057,3121,3121,-,-,-,-,2998
AIIMS SO,EWS,Gujarat,"AIIMS, Rajkot",MBBS,"₹ 1,350",750,0,₹ 0,"₹30,700",3717,4396,4556,-,-,-,2574,3824,3824,-,-,-,-,3215
AIIMS SO,SC,Gujarat,"AIIMS, Rajkot",MBBS,"₹ 1,350",750,0,₹ 0,"₹30,700",24835,31579,31579,-,-,-,22958,25369,27209,-,-,-,-,21306
AIIMS SO,ST,Gujarat,"AIIMS, Rajkot",MBBS,"₹ 1,350",750,0,₹ 0,"₹30,700",52182,52182,52182,-,-,-,35334,43288,43288,-,-,-,-,39706
AIIMS SO,Open-PwD,Gujarat,"AIIMS, Rajkot",MBBS,"₹ 1,350",750,0,₹ 0,"₹30,700",145092,145092,145092,-,-,-,76369,76369,76369,-,-,-,-,229985
AIIMS SO,OBC-PwD,Gujarat,"AIIMS, Rajkot",MBBS,"₹ 1,350",750,0,₹ 0,"₹30,700",-,-,-,-,-,-,234232,234232,234232,-,-,-,-,321581
AIIMS SO,EWS-PwD,Gujarat,"AIIMS, Rajkot",MBBS,"₹ 1,350",750,0,₹ 0,"₹30,700",366506,420487,420487,-,-,-,-,-,-,-,-,-,-,392062
AIIMS SO,Open,Uttarakhand,"AIIMS, Rishikesh",MBBS,"₹ 1,350",960,0,₹ 0,"₹30,700",773,791,931,-,-,-,731,731,731,-,-,-,-,685
AIIMS SO,OBC,Uttarakhand,"AIIMS, Rishikesh",MBBS,"₹ 1,350",960,0,₹ 0,"₹30,700",1627,1630,1630,-,-,-,1133,1139,1139,880,-,-,-,1077
AIIMS SO,EWS,Uttarakhand,"AIIMS, Rishikesh",MBBS,"₹ 1,350",960,0,₹ 0,"₹30,700",1740,1740,1740,-,-,-,1200,1200,1200,-,-,-,-,1540
AIIMS SO,SC,Uttarakhand,"AIIMS, Rishikesh",MBBS,"₹ 1,350",960,0,₹ 0,"₹30,700",9318,9318,9318,-,-,-,8393,8393,8393,-,-,-,-,8240
AIIMS SO,ST,Uttarakhand,"AIIMS, Rishikesh",MBBS,"₹ 1,350",960,0,₹ 0,"₹30,700",17259,17259,17259,-,-,-,19156,19156,19156,-,-,-,-,11475
AIIMS SO,Open-PwD,Uttarakhand,"AIIMS, Rishikesh",MBBS,"₹ 1,350",960,0,₹ 0,"₹30,700",82660,82660,82660,-,-,-,61896,61896,61896,-,-,-,-,147945
AIIMS SO,OBC-PwD,Uttarakhand,"AIIMS, Rishikesh",MBBS,"₹ 1,350",960,0,₹ 0,"₹30,700",144405,144405,144405,-,-,-,156031,156031,156031,-,-,-,-,161370
AIIMS SO,SC-PwD,Uttarakhand,"AIIMS, Rishikesh",MBBS,"₹ 1,350",960,0,₹ 0,"₹30,700",120083,120083,120083,-,-,-,270150,359798,359798,-,-,-,-,-
AIIMS SO,EWS-PwD,Uttarakhand,"AIIMS, Rishikesh",MBBS,"₹ 1,350",960,0,₹ 0,"₹30,700",159684,159684,159684,-,-,-,-,-,-,-,-,-,-,-
AI,Open,Delhi,"Lady Hardinge, Delhi",MBBS,"₹ 1,665",877,1,"₹ 15,00,000","₹24,000",485,490,627,-,-,-,826,826,826,-,-,-,-,1128
AI,OBC,Delhi,"Lady Hardinge, Delhi",MBBS,"₹ 1,665",877,1,"₹ 15,00,000","₹24,000",1124,1338,1338,-,-,-,1470,1466,1466,-,-,-,-,1959
AI,EWS,Delhi,"Lady Hardinge, Delhi",MBBS,"₹ 1,665",877,1,"₹ 15,00,000","₹24,000",1620,1920,1620,-,-,-,1769,1770,1770,-,-,-,-,1762
DU,Open,Delhi,"Lady Hardinge, Delhi",MBBS,"₹ 1,665",877,1,"₹ 15,00,000","₹24,000",5042,5042,5081,-,-,-,5573,5573,5573,-,-,-,-,5577
DU,EWS,Delhi,"Lady Hardinge, Delhi",MBBS,"₹ 1,665",877,1,"₹ 15,00,000","₹24,000",12467,12467,12760,-,-,-,11490,11490,12137,-,-,-,-,14522
AI,SC,Delhi,"Lady Hardinge, Delhi",MBBS,"₹ 1,665",877,1,"₹ 15,00,000","₹24,000",9328,14770,14770,-,-,-,8427,13242,13242,-,-,-,-,13728
DU,OBC,Delhi,"Lady Hardinge, Delhi",MBBS,"₹ 1,665",877,1,"₹ 15,00,000","₹24,000",13091,13091,13569,-,-,-,13453,13453,13453,16611,-,-,-,13303
AI,ST,Delhi,"Lady Hardinge, Delhi",MBBS,"₹ 1,665",877,1,"₹ 15,00,000","₹24,000",8039,8039,8039,-,-,-,16132,28885,28885,-,-,-,-,22278
DEL CW,EWS,Delhi,"Lady Hardinge, Delhi",MBBS,"₹ 1,665",877,1,"₹ 15,00,000","₹24,000",16430,16430,16430,-,-,-,65397,65397,65397,-,-,-,-,92431
AI,Open-PwD,Delhi,"Lady Hardinge, Delhi",MBBS,"₹ 1,665",877,1,"₹ 15,00,000","₹24,000",58306,58306,58306,-,-,-,69383,69383,69383,-,-,-,-,192411
AI,OBC-PwD,Delhi,"Lady Hardinge, Delhi",MBBS,"₹ 1,665",877,1,"₹ 15,00,000","₹24,000",-,-,-,-,-,-,69614,69614,69614,-,-,-,-,-
DU,SC,Delhi,"Lady Hardinge, Delhi",MBBS,"₹ 1,665",877,1,"₹ 15,00,000","₹24,000",71328,71328,71874,-,-,-,76820,76820,77704,-,-,-,-,76771
DU,ST,Delhi,"Lady Hardinge, Delhi",MBBS,"₹ 1,665",877,1,"₹ 15,00,000","₹24,000",180958,180958,184128,-,-,-,172215,172215,182127,-,-,-,-,166697
AI,SC-PwD,Delhi,"Lady Hardinge, Delhi",MBBS,"₹ 1,665",877,1,"₹ 15,00,000","₹24,000",-,-,-,-,-,-,366292,366292,366292,-,-,-,-,-
DEL CW,Open,Delhi,"Lady Hardinge, Delhi",MBBS,"₹ 1,665",877,1,"₹ 15,00,000","₹24,000",895943,895943,895943,-,-,-,387808,387808,387808,-,-,-,-,611573
DEL CW,SC,Delhi,"Lady Hardinge, Delhi",MBBS,"₹ 1,665",877,1,"₹ 15,00,000","₹24,000",655612,655612,655612,-,-,-,397734,397734,397734,-,-,-,-,361338
DU,SC-PwD,Delhi,"Lady Hardinge, Delhi",MBBS,"₹ 1,665",877,1,"₹ 15,00,000","₹24,000",-,-,-,-,-,-,-,600934,600934,-,-,-,-,-
AI,ST-PwD,Delhi,"Lady Hardinge, Delhi",MBBS,"₹ 1,665",877,1,"₹ 15,00,000","₹24,000",-,-,-,-,-,-,631966,631966,631966,-,-,-,-,-
DU,Open-PwD,Delhi,"Lady Hardinge, Delhi",MBBS,"₹ 1,665",877,1,"₹ 15,00,000","₹24,000",-,1059211,1059211,-,-,-,910562,910562,910562,-,-,-,-,857937
DEL CW,OBC,Delhi,"Lady Hardinge, Delhi",MBBS,"₹ 1,665",877,1,"₹ 15,00,000","₹24,000",26939,26939,26939,-,-,-,1188067,1188067,1188067,-,-,-,-,14574
AI,EWS-PwD,Delhi,"Lady Hardinge, Delhi",MBBS,"₹ 1,665",877,1,"₹ 15,00,000","₹24,000",-,-,-,-,-,-,-,-,-,-,-,-,-,284672
AI,Open,Delhi,"MAMC, Delhi",MBBS,"₹ 2,095",2800,1,"₹ 15,00,000","₹23,000",85,87,87,-,-,-,145,151,151,-,-,-,-,103
AI,OBC,Delhi,"MAMC, Delhi",MBBS,"₹ 2,095",2800,1,"₹ 15,00,000","₹23,000",397,404,404,-,-,-,329,329,329,-,-,-,-,381
AI,EWS,Delhi,"MAMC, Delhi",MBBS,"₹ 2,095",2800,1,"₹ 15,00,000","₹23,000",321,321,327,-,-,-,336,336,336,-,-,-,-,789
DU,Open,Delhi,"MAMC, Delhi",MBBS,"₹ 2,095",2800,1,"₹ 15,00,000","₹23,000",984,1012,1012,-,-,-,1461,1461,1461,-,-,-,-,1908
AI,SC,Delhi,"MAMC, Delhi",MBBS,"₹ 2,095",2800,1,"₹ 15,00,000","₹23,000",1225,1225,1225,-,-,-,2097,2097,2097,-,-,-,-,5218
AI,ST,Delhi,"MAMC, Delhi",MBBS,"₹ 2,095",2800,1,"₹ 15,00,000","₹23,000",3171,3171,3171,-,-,-,4268,4268,4268,-,-,-,-,5543
DU,OBC,Delhi,"MAMC, Delhi",MBBS,"₹ 2,095",2800,1,"₹ 15,00,000","₹23,000",4481,4616,4616,-,-,-,5015,5015,5015,-,-,-,-,5555
AI,Open-PwD,Delhi,"MAMC, Delhi",MBBS,"₹ 2,095",2800,1,"₹ 15,00,000","₹23,000",4411,4411,4411,-,-,-,22129,22129,22129,-,-,-,-,43123
DU,SC,Delhi,"MAMC, Delhi",MBBS,"₹ 2,095",2800,1,"₹ 15,00,000","₹23,000",34385,34385,34385,-,-,-,45343,46473,57052,-,-,-,-,48312
DU,ST,Delhi,"MAMC, Delhi",MBBS,"₹ 2,095",2800,1,"₹ 15,00,000","₹23,000",80133,80133,125955,-,-,-,107838,107838,131962,-,-,-,-,127408
DEL CW,ST,Delhi,"MAMC, Delhi",MBBS,"₹ 2,095",2800,1,"₹ 15,00,000","₹23,000",-,-,-,-,-,-,185831,185831,185831,-,-,-,-,257224
DU,Open-PwD,Delhi,"MAMC, Delhi",MBBS,"₹ 2,095",2800,1,"₹ 15,00,000","₹23,000",109878,217638,217638,-,-,-,396193,396193,396193,-,-,-,-,297834
DU,SC-PwD,Delhi,"MAMC, Delhi",MBBS,"₹ 2,095",2800,1,"₹ 15,00,000","₹23,000",156895,156895,156895,-,-,-,-,720596,720596,-,-,-,-,374289
DU,OBC-PwD,Delhi,"MAMC, Delhi",MBBS,"₹ 2,095",2800,1,"₹ 15,00,000","₹23,000",631400,631400,631400,-,-,-,872584,872584,872584,-,-,-,-,776926
DEL CW,Open,Delhi,"MAMC, Delhi",MBBS,"₹ 2,095",2800,1,"₹ 15,00,000","₹23,000",970101,970101,970101,-,-,-,1110111,1110111,1110111,-,-,-,-,1031573
DEL CW,OBC,Delhi,"MAMC, Delhi",MBBS,"₹ 2,095",2800,1,"₹ 15,00,000","₹23,000",613827,613827,613827,-,-,-,1319984,1319984,1319984,-,-,-,-,393000
AI,OBC-PwD,Delhi,"MAMC, Delhi",MBBS,"₹ 2,095",2800,1,"₹ 15,00,000","₹23,000",37742,37742,37742,-,-,-,-,-,-,-,-,-,-,90521
DEL CW,SC,Delhi,"MAMC, Delhi",MBBS,"₹ 2,095",2800,1,"₹ 15,00,000","₹23,000",16652,16652,741489,-,-,-,-,-,-,-,-,-,-,673480
AI,Open,Manipur,"Dental College, RIMS, Imphal",BDS,"₹ 3,000",Info Not Available,Info Not Available,Info not available,Info not available,22922,25225,34467,49194,69475,61671,26953,30217,34140,47852,78096,-,-,20798
AI,OBC,Manipur,"Dental College, RIMS, Imphal",BDS,"₹ 3,000",Info Not Available,Info Not Available,Info not available,Info not available,24735,32037,34762,51832,75505,78426,27319,34606,39059,65265,284108,-,-,33113
AI,SC,Manipur,"Dental College, RIMS, Imphal",BDS,"₹ 3,000",Info Not Available,Info Not Available,Info not available,Info not available,100707,117395,144083,143626,200342,-,136240,153695,169592,193315,235597,-,-,128010
AI,ST,Manipur,"Dental College, RIMS, Imphal",BDS,"₹ 3,000",Info Not Available,Info Not Available,Info not available,Info not available,124423,162726,196013,221606,-,-,-,-,-,-,-,-,-,169235
AI,Open,Manipur,"RIMS, Imphal",MBBS,"₹ 3,000",1074,Info Not Available,Info not available,Info not available,9762,16840,18177,23099,-,-,13316,18770,19411,25001,-,-,-,12184
AI,EWS,Manipur,"RIMS, Imphal",MBBS,"₹ 3,000",1074,Info Not Available,Info not available,Info not available,-,-,20248,-,-,-,19784,22795,22795,-,-,-,-,19897
AI,OBC,Manipur,"RIMS, Imphal",MBBS,"₹ 3,000",1074,Info Not Available,Info not available,Info not available,13921,18518,20097,23351,-,-,15375,20552,23674,-,-,-,-,15062
AI,SC,Manipur,"RIMS, Imphal",MBBS,"₹ 3,000",1074,Info Not Available,Info not available,Info not available,50105,50105,95947,-,-,-,49134,49134,49134,-,-,-,-,64770
AI,ST,Manipur,"RIMS, Imphal",MBBS,"₹ 3,000",1074,Info Not Available,Info not available,Info not available,-,-,129096,166528,-,169088,96444,106532,141198,-,-,-,-,60784
AI,Open-PwD,Manipur,"RIMS, Imphal",MBBS,"₹ 3,000",1074,Info Not Available,Info not available,Info not available,-,-,-,-,-,-,915338,915338,915338,-,-,-,-,157432
AI,SC-PwD,Manipur,"RIMS, Imphal",MBBS,"₹ 3,000",1074,Info Not Available,Info not available,Info not available,807403,-,-,-,-,-,-,-,-,-,-,-,-,-
AI,Open,Assam,"Govt Dental College, Dibrugarh",BDS,"₹ 5,000",Info Not Available,5,"₹ 20,00,000",Info not available,-,-,-,-,-,-,35422,45415,52746,64340,-,-,-,38223
AI,OBC,Assam,"Govt Dental College, Dibrugarh",BDS,"₹ 5,000",Info Not Available,5,"₹ 20,00,000",Info not available,-,-,-,-,-,-,36792,47419,56689,68853,332026,-,-,38827
AI,EWS,Assam,"Govt Dental College, Dibrugarh",BDS,"₹ 5,000",Info Not Available,5,"₹ 20,00,000",Info not available,-,-,-,-,-,-,36749,52274,66628,73362,-,-,-,-
AI,SC,Assam,"Govt Dental College, Dibrugarh",BDS,"₹ 5,000",Info Not Available,5,"₹ 20,00,000",Info not available,-,-,-,-,-,-,126168,152781,179438,201635,-,-,-,160911
AI,ST,Assam,"Govt Dental College, Dibrugarh",BDS,"₹ 5,000",Info Not Available,5,"₹ 20,00,000",Info not available,-,-,-,-,-,-,204703,226133,251393,291341,321224,-,-,-
AI,Open,Assam,"Govt Dental College, Silchar",BDS,"₹ 5,000",Info Not Available,5,"₹ 20,00,000",Info not available,-,-,-,-,-,-,36972,44123,54178,66879,130216,-,-,36421
AI,OBC,Assam,"Govt Dental College, Silchar",BDS,"₹ 5,000",Info Not Available,5,"₹ 20,00,000",Info not available,-,-,-,-,-,-,40106,48418,58441,73715,365221,-,-,40319
