CR 2023 1,CR 2023 2,CR 2023 3,CR 2023 4,CR 2023 5,CR 2023 6,CR 2023 7,CR 2024 1,CR 2024 2,CR 2024 3,CR 2024 4,Institute,Course,Quota,Category
-,157797,-,-,-,-,-,-,-,-,-,"NRI Inst of Med Sci, Vizag",ANAESTHESIOLOGY,AP Govt-Serv LOC,ST-GEN
24154,29674,-,-,-,-,-,-,-,-,-,"NRI Med Coll, Guntur",ANAESTHESIOLOGY,AP Govt-NS APUR,BCD-FEM
18577,28524,-,-,-,-,-,14962,20271,27320,-,"NRI Med Coll, Guntur",ANAESTHESIOLOGY,AP Govt-NS LOC,OPEN-FEM
18987,32497,48753,-,-,-,-,21217,18065,29590,-,"NRI Med Coll, Guntur",ANAESTHESIOLOGY,AP Govt-NS LOC,OPEN-GEN
-,-,-,-,-,-,-,33764,33764,33764,-,"NRI Med Coll, Guntur",ANAESTHESIOLOGY,AP Govt-NS LOC,BCA-FEM
-,-,-,-,-,-,-,33253,37056,37943,-,"NRI Med Coll, Guntur",ANAESTHESIOLOGY,AP Govt-NS LOC,BCE-GEN
-,-,-,-,-,-,-,45043,48860,48860,-,"NRI Med Coll, Guntur",ANAESTHESIOLOGY,AP Govt-NS LOC,BCC-GEN
-,-,-,-,-,-,-,51232,51232,51232,-,"NRI Med Coll, Guntur",ANAESTHESIOLOGY,AP Govt-NS LOC,SC-GEN
19940,-,-,-,-,-,-,-,-,-,-,"NRI Med Coll, Guntur",ANAESTHESIOLOGY,AP Govt-NS LOC,BCB-FEM
34391,41364,-,-,-,-,-,-,-,-,-,"NRI Med Coll, Guntur",ANAESTHESIOLOGY,AP Govt-NS LOC,BCA-GEN
37824,52689,-,-,-,-,-,-,-,-,-,"NRI Med Coll, Guntur",ANAESTHESIOLOGY,AP Govt-NS LOC,SC-FEM
-,-,-,-,-,-,-,-,169131,-,-,"NRI Med Coll, Guntur",ANAESTHESIOLOGY,AP Govt-Serv LOC,SC-FEM
-,140350,-,-,-,-,-,-,-,-,-,"NRI Med Coll, Guntur",ANAESTHESIOLOGY,AP Govt-Serv LOC,SC-GEN
-,26381,-,-,-,-,-,24870,24870,30380,-,"PES IMS, Kuppam",ANAESTHESIOLOGY,AP Govt-NS LOC,OPEN-GEN
-,-,-,-,-,-,-,23668,23668,31748,36070,"PES IMS, Kuppam",ANAESTHESIOLOGY,AP Govt-NS LOC,OPEN-FEM
-,-,-,-,-,-,-,31301,31682,37954,-,"PES IMS, Kuppam",ANAESTHESIOLOGY,AP Govt-NS LOC,BCA-GEN-PHO
-,-,-,-,-,-,-,32129,41801,47645,-,"PES IMS, Kuppam",ANAESTHESIOLOGY,AP Govt-NS LOC,BCE-FEM
23149,45405,-,-,-,-,-,-,-,-,-,"PES IMS, Kuppam",ANAESTHESIOLOGY,AP Govt-NS LOC,BCD-FEM
83311,168949,-,-,-,-,-,-,-,-,-,"PES IMS, Kuppam",ANAESTHESIOLOGY,AP Govt-NS LOC,ST-FEM
22178,30536,-,-,-,-,-,-,-,-,-,"PES IMS, Kuppam",ANAESTHESIOLOGY,AP Govt-NS UNR,BCB-GEN
-,-,-,-,-,-,-,-,145284,-,-,"PES IMS, Kuppam",ANAESTHESIOLOGY,AP Govt-Serv LOC,OPEN-FEM
-,119284,-,-,-,-,-,-,-,-,-,"PES IMS, Kuppam",ANAESTHESIOLOGY,AP Govt-Serv LOC,BCD-GEN
118796,118182,173661,-,-,-,-,-,-,-,-,"PES IMS, Kuppam",ANAESTHESIOLOGY,AP Govt-Serv LOC,OPEN-GEN
-,-,-,-,-,-,-,23700,23700,23700,-,"Rajiv Gandhi IMS, Kadapa",ANAESTHESIOLOGY,AP Govt-NS APUR,BCB-GEN
-,-,-,-,-,-,-,29501,29501,29501,-,"Rajiv Gandhi IMS, Kadapa",ANAESTHESIOLOGY,AP Govt-NS LOC,BCE-GEN
-,-,-,-,-,-,-,21009,19762,30579,-,"Rajiv Gandhi IMS, Kadapa",ANAESTHESIOLOGY,AP Govt-NS LOC,BCD-FEM
-,-,-,-,-,-,-,27021,31301,31301,-,"Rajiv Gandhi IMS, Kadapa",ANAESTHESIOLOGY,AP Govt-NS LOC,BCA-FEM
-,-,-,-,-,-,-,29333,29333,31892,-,"Rajiv Gandhi IMS, Kadapa",ANAESTHESIOLOGY,AP Govt-NS LOC,BCB-FEM
20363,33690,-,-,-,-,-,-,-,-,-,"Rajiv Gandhi IMS, Kadapa",ANAESTHESIOLOGY,AP Govt-NS LOC,BCB-GEN
32100,43582,-,-,-,-,-,-,-,-,-,"Rajiv Gandhi IMS, Kadapa",ANAESTHESIOLOGY,AP Govt-NS LOC,SC-GEN
-,-,-,-,-,-,-,82280,82280,-,-,"Rajiv Gandhi IMS, Kadapa",ANAESTHESIOLOGY,AP Govt-Serv APUR,OPEN-GEN
-,154005,-,-,-,-,-,-,-,-,-,"Rajiv Gandhi IMS, Kadapa",ANAESTHESIOLOGY,AP Govt-Serv LOC,BCB-GEN
-,-,-,-,-,-,-,19460,19936,24817,-,"Rajiv Gandhi IMS, Ongole",ANAESTHESIOLOGY,AP Govt-NS LOC,BCD-GEN
-,-,-,-,-,-,-,25683,25683,36291,-,"Rajiv Gandhi IMS, Ongole",ANAESTHESIOLOGY,AP Govt-NS LOC,BCB-GEN
-,-,-,-,-,-,-,25780,25780,41965,-,"Rajiv Gandhi IMS, Ongole",ANAESTHESIOLOGY,AP Govt-NS LOC,BCB-FEM
31610,-,-,-,-,-,-,-,-,-,-,"Rajiv Gandhi IMS, Ongole",ANAESTHESIOLOGY,AP Govt-NS LOC,SC-GEN
15739,27979,39118,-,-,-,-,-,-,-,-,"Rajiv Gandhi IMS, Ongole",ANAESTHESIOLOGY,AP Govt-NS LOC,OPEN-FEM
16734,31887,41507,-,-,-,-,-,-,-,-,"Rajiv Gandhi IMS, Ongole",ANAESTHESIOLOGY,AP Govt-NS LOC,OPEN-GEN
-,-,-,-,-,-,-,104158,104158,-,-,"Rajiv Gandhi IMS, Ongole",ANAESTHESIOLOGY,AP Govt-Serv LOC,SC-GEN
95307,-,-,-,-,-,-,-,-,-,-,"Rajiv Gandhi IMS, Ongole",ANAESTHESIOLOGY,AP Govt-Serv LOC,ST-GEN
-,96530,134538,-,-,-,-,-,-,-,-,"Rajiv Gandhi IMS, Ongole",ANAESTHESIOLOGY,AP Govt-Serv LOC,OPEN-GEN
-,-,-,-,-,-,-,31449,30641,37056,-,"Rajiv Gandhi IMS, Srikakulam",ANAESTHESIOLOGY,AP Govt-NS LOC,BCE-GEN
-,-,-,-,-,-,-,41066,43832,51669,-,"Rajiv Gandhi IMS, Srikakulam",ANAESTHESIOLOGY,AP Govt-NS LOC,SC-GEN
19575,30070,-,-,-,-,-,-,-,-,-,"Rajiv Gandhi IMS, Srikakulam",ANAESTHESIOLOGY,AP Govt-NS LOC,BCB-FEM
-,148524,-,-,-,-,-,-,-,-,-,"Rajiv Gandhi IMS, Srikakulam",ANAESTHESIOLOGY,AP Govt-Serv LOC,SC-FEM
-,-,-,-,-,-,-,18242,18242,18242,-,"Rangaraya Med Coll, Kakinada",ANAESTHESIOLOGY,AP Govt-NS APUR,BCA-GEN
-,-,-,-,-,-,-,17397,19303,26611,-,"Rangaraya Med Coll, Kakinada",ANAESTHESIOLOGY,AP Govt-NS APUR,BCB-GEN
-,-,-,-,-,-,-,-,-,-,33368,"Rangaraya Med Coll, Kakinada",ANAESTHESIOLOGY,AP Govt-NS APUR,OPEN-GEN
-,-,-,-,-,-,-,21733,21733,23167,-,"Rangaraya Med Coll, Kakinada",ANAESTHESIOLOGY,AP Govt-NS LOC,BCD-FEM
-,-,-,-,-,-,-,19303,20915,29257,-,"Rangaraya Med Coll, Kakinada",ANAESTHESIOLOGY,AP Govt-NS LOC,BCB-GEN
-,-,-,-,-,-,-,-,-,32374,-,"Rangaraya Med Coll, Kakinada",ANAESTHESIOLOGY,AP Govt-NS LOC,BCB-GEN-PHO
-,-,-,-,-,-,-,-,-,32627,-,"Rangaraya Med Coll, Kakinada",ANAESTHESIOLOGY,AP Govt-NS LOC,BCB-FEM
-,-,-,-,-,-,-,36807,36807,36807,-,"Rangaraya Med Coll, Kakinada",ANAESTHESIOLOGY,AP Govt-NS LOC,SC-GEN
-,-,-,-,-,-,-,13371,14768,-,-,"Rangaraya Med Coll, Kakinada",ANAESTHESIOLOGY,AP Govt-NS LOC,OPEN-GEN-PHO
14573,17257,-,-,-,-,-,12824,16863,-,-,"Rangaraya Med Coll, Kakinada",ANAESTHESIOLOGY,AP Govt-NS LOC,OPEN-FEM
6997,20993,-,-,-,-,-,-,-,-,-,"Rangaraya Med Coll, Kakinada",ANAESTHESIOLOGY,AP Govt-NS LOC,OPEN-GEN
19844,21865,-,-,-,-,-,-,-,-,-,"Rangaraya Med Coll, Kakinada",ANAESTHESIOLOGY,AP Govt-NS LOC,BCA-GEN
26333,26333,-,-,-,-,-,-,-,-,-,"Rangaraya Med Coll, Kakinada",ANAESTHESIOLOGY,AP Govt-NS LOC,BCC-FEM
29369,42074,-,-,-,-,-,-,-,-,-,"Rangaraya Med Coll, Kakinada",ANAESTHESIOLOGY,AP Govt-NS LOC,SC-FEM
29399,74119,-,-,-,-,-,-,-,-,-,"Rangaraya Med Coll, Kakinada",ANAESTHESIOLOGY,AP Govt-NS LOC,ST-GEN
-,-,-,-,-,-,-,123422,-,-,-,"Rangaraya Med Coll, Kakinada",ANAESTHESIOLOGY,AP Govt-Serv APUR,SC-GEN
34265,59750,-,-,-,-,-,-,-,-,-,"Rangaraya Med Coll, Kakinada",ANAESTHESIOLOGY,AP Govt-Serv APUR,OPEN-GEN
-,-,-,-,-,-,-,103366,103366,-,-,"Rangaraya Med Coll, Kakinada",ANAESTHESIOLOGY,AP Govt-Serv LOC,BCB-GEN-PHO
-,-,-,-,-,-,-,-,123422,-,-,"Rangaraya Med Coll, Kakinada",ANAESTHESIOLOGY,AP Govt-Serv LOC,SC-GEN
59750,95307,-,-,-,-,-,-,-,-,-,"Rangaraya Med Coll, Kakinada",ANAESTHESIOLOGY,AP Govt-Serv LOC,OPEN-GEN
-,132640,-,-,-,-,-,-,-,-,-,"Rangaraya Med Coll, Kakinada",ANAESTHESIOLOGY,AP Govt-Serv LOC,BCB-GEN
-,-,-,-,-,-,-,16492,21265,31969,-,"Santhiram Med Coll, Nandyal",ANAESTHESIOLOGY,AP Govt-NS APUR,OPEN-GEN
19967,31523,-,-,-,-,-,25551,23604,32098,36516,"Santhiram Med Coll, Nandyal",ANAESTHESIOLOGY,AP Govt-NS LOC,OPEN-FEM
-,-,-,-,-,-,-,36218,33713,34397,-,"Santhiram Med Coll, Nandyal",ANAESTHESIOLOGY,AP Govt-NS LOC,BCD-GEN
-,-,-,-,-,-,-,56393,53218,60309,-,"Santhiram Med Coll, Nandyal",ANAESTHESIOLOGY,AP Govt-NS LOC,SC-GEN
-,-,-,-,-,-,-,43824,46396,74351,-,"Santhiram Med Coll, Nandyal",ANAESTHESIOLOGY,AP Govt-NS LOC,BCC-GEN
-,-,-,-,-,-,-,75048,81168,130450,-,"Santhiram Med Coll, Nandyal",ANAESTHESIOLOGY,AP Govt-NS LOC,ST-FEM
-,-,-,-,-,-,-,-,163853,-,-,"Santhiram Med Coll, Nandyal",ANAESTHESIOLOGY,AP Govt-Serv LOC,SC-GEN
-,-,-,-,-,-,-,12781,12781,15903,-,"SV Med Coll, Tirupati",ANAESTHESIOLOGY,AP Govt-NS APUR,OPEN-GEN
30770,42677,-,-,-,-,-,-,-,-,-,"SV Med Coll, Tirupati",ANAESTHESIOLOGY,AP Govt-NS APUR,SC-GEN
-,-,-,-,-,-,-,14517,15903,22650,-,"SV Med Coll, Tirupati",ANAESTHESIOLOGY,AP Govt-NS LOC,OPEN-FEM
-,-,-,-,-,-,-,-,16601,24870,-,"SV Med Coll, Tirupati",ANAESTHESIOLOGY,AP Govt-NS LOC,OPEN-GEN
-,-,-,-,-,-,-,17729,19738,24991,-,"SV Med Coll, Tirupati",ANAESTHESIOLOGY,AP Govt-NS LOC,BCD-GEN
-,-,-,-,-,-,-,-,-,26642,-,"SV Med Coll, Tirupati",ANAESTHESIOLOGY,AP Govt-NS LOC,BCB-GEN-PHO
-,-,-,-,-,-,-,19681,22650,33395,-,"SV Med Coll, Tirupati",ANAESTHESIOLOGY,AP Govt-NS LOC,BCE-GEN
-,-,-,-,-,-,-,37693,37693,37693,-,"SV Med Coll, Tirupati",ANAESTHESIOLOGY,AP Govt-NS LOC,SC-GEN
18549,27876,76137,-,-,-,-,15903,-,-,-,"SV Med Coll, Tirupati",ANAESTHESIOLOGY,AP Govt-NS LOC,BCB-GEN
-,-,-,-,-,-,-,14780,16678,-,-,"SV Med Coll, Tirupati",ANAESTHESIOLOGY,AP Govt-NS LOC,OPEN-GEN-PHO
19909,26136,-,-,-,-,-,-,-,-,-,"SV Med Coll, Tirupati",ANAESTHESIOLOGY,AP Govt-NS LOC,BCA-GEN
19143,37413,-,-,-,-,-,-,-,-,-,"SV Med Coll, Tirupati",ANAESTHESIOLOGY,AP Govt-NS LOC,BCB-FEM
56857,81400,50975,-,-,-,-,-,-,-,-,"SV Med Coll, Tirupati",ANAESTHESIOLOGY,AP Govt-NS LOC,ST-GEN
85010,95220,-,-,-,-,-,-,-,-,-,"SV Med Coll, Tirupati",ANAESTHESIOLOGY,AP Govt-Serv APUR,OPEN-GEN
-,-,-,-,-,-,-,-,181373,-,-,"SV Med Coll, Tirupati",ANAESTHESIOLOGY,AP Govt-Serv LOC,SC-FEM
-,144488,-,-,-,-,-,-,189595,-,-,"SV Med Coll, Tirupati",ANAESTHESIOLOGY,AP Govt-Serv LOC,BCA-FEM
-,-,-,-,-,-,-,35955,34448,34448,-,"SVIMS, Tirupati",ANAESTHESIOLOGY,AP Govt-NS APUR,SC-GEN
12078,12078,-,-,-,-,-,12436,14417,14517,-,"SVIMS, Tirupati",ANAESTHESIOLOGY,AP Govt-NS LOC,OPEN-FEM
-,25635,-,-,-,-,-,12490,14517,19178,-,"SVIMS, Tirupati",ANAESTHESIOLOGY,AP Govt-NS LOC,OPEN-GEN
-,-,-,-,-,-,-,-,19681,19681,-,"SVIMS, Tirupati",ANAESTHESIOLOGY,AP Govt-NS LOC,BCE-GEN
12641,-,-,-,-,-,-,13561,-,-,-,"SVIMS, Tirupati",ANAESTHESIOLOGY,AP Govt-NS LOC,BCB-GEN
13479,-,-,-,-,-,-,-,-,-,-,"SVIMS, Tirupati",ANAESTHESIOLOGY,AP Govt-NS LOC,BCD-GEN
36688,36688,-,-,-,-,-,-,-,-,-,"SVIMS, Tirupati",ANAESTHESIOLOGY,AP Govt-NS LOC,SC-FEM
-,-,-,-,-,-,-,-,139557,-,-,"SVIMS, Tirupati",ANAESTHESIOLOGY,AP Govt-Serv LOC,BCA-GEN
89916,118796,-,-,-,-,-,-,-,-,-,"SVIMS, Tirupati",ANAESTHESIOLOGY,AP Govt-Serv LOC,OPEN-FEM
26623,45254,-,-,-,-,-,-,-,-,-,"VMC, Kurnool",ANAESTHESIOLOGY,AP Govt-NS APUR,BCB-GEN
-,-,-,-,-,-,-,25991,25991,33148,37027,"VMC, Kurnool",ANAESTHESIOLOGY,AP Govt-NS LOC,OPEN-GEN
-,-,-,-,-,-,-,-,-,59694,-,"VMC, Kurnool",ANAESTHESIOLOGY,AP Govt-NS LOC,SC-GEN
-,-,-,-,-,-,-,-,148088,-,-,"VMC, Kurnool",ANAESTHESIOLOGY,AP Govt-Serv LOC,SC-GEN
-,156782,-,-,-,-,-,-,-,-,-,"VMC, Kurnool",ANAESTHESIOLOGY,AP Govt-Serv LOC,BCE-FEM
-,-,-,-,-,-,-,-,-,-,105332,"ACSR Medical College, Nellore",ANATOMY,AP Govt-NS LOC,OPEN-GEN
-,172860,-,-,-,-,-,-,-,-,-,"Alluri Sitaram Raju, Eluru",ANATOMY,AP Govt-NS LOC,OPEN-FEM
-,162845,-,-,-,-,-,-,-,-,-,"Andhra Med Coll, Vizag",ANATOMY,AP Govt-NS LOC,OPEN-FEM
-,170182,-,-,-,-,-,-,-,-,-,"Andhra Med Coll, Vizag",ANATOMY,AP Govt-NS LOC,SC-FEM
-,-,-,-,-,-,-,112735,72094,-,-,"Apollo IMS&R, Chittoor",ANATOMY,AP Govt-NS APUR,OPEN-GEN
-,-,-,-,-,-,-,-,-,-,108622,"Govt Med Coll, Ananthapuram",ANATOMY,AP Govt-NS APUR,OPEN-GEN
-,-,-,-,-,-,-,102778,-,-,-,"Govt Med Coll, Ananthapuram",ANATOMY,AP Govt-NS LOC,OPEN-GEN-PHO
-,-,-,-,-,-,-,-,-,165554,122409,"Govt Siddhartha, Vijaywada",ANATOMY,AP Govt-NS APUR,OPEN-GEN
94910,189750,-,-,-,-,-,-,-,-,-,"Govt Siddhartha, Vijaywada",ANATOMY,AP Govt-NS UNR,OPEN-GEN
-,150547,-,-,-,-,-,-,-,-,-,"Govt Siddhartha, Vijaywada",ANATOMY,AP Govt-Serv UNR,OPEN-FEM
-,-,-,-,-,-,-,-,87152,-,-,"Guntur Med Coll, Guntur",ANATOMY,AP Govt-NS APUR,OPEN-GEN
-,-,-,-,-,-,-,95689,-,-,-,"Guntur Med Coll, Guntur",ANATOMY,AP Govt-NS APUR,SC-GEN
-,157656,198118,-,-,-,-,-,-,-,-,"Guntur Med Coll, Guntur",ANATOMY,AP Govt-Serv UNR,OPEN-GEN
-,191458,-,-,-,-,-,-,-,-,-,"Kurnool Med Coll, Kurnool",ANATOMY,AP Govt-NS LOC,OPEN-FEM
-,192768,-,-,-,-,-,-,-,-,-,"Kurnool Med Coll, Kurnool",ANATOMY,AP Govt-NS LOC,SC-GEN
-,-,-,-,-,-,-,-,-,-,182220,"Rajiv Gandhi IMS, Kadapa",ANATOMY,AP Govt-NS APUR,ST-GEN
-,178924,-,-,-,-,-,-,-,-,-,"Rajiv Gandhi IMS, Kadapa",ANATOMY,AP Govt-NS LOC,OPEN-GEN
-,188537,-,-,-,-,-,-,-,-,-,"Rajiv Gandhi IMS, Kadapa",ANATOMY,AP Govt-Serv LOC,OPEN-GEN
-,188487,-,-,-,-,-,-,-,-,-,"Rajiv Gandhi IMS, Srikakulam",ANATOMY,AP Govt-NS LOC,BCA-GEN
-,-,-,-,-,-,-,54398,-,144049,-,"SV Med Coll, Tirupati",ANATOMY,AP Govt-NS LOC,OPEN-FEM
104822,176219,-,-,-,-,-,-,-,-,-,"SV Med Coll, Tirupati",ANATOMY,AP Govt-NS LOC,OPEN-GEN
-,-,-,-,-,-,-,91836,105210,105210,-,"SVIMS, Tirupati",ANATOMY,AP Govt-NS LOC,OPEN-GEN
-,156120,-,-,-,-,-,-,-,-,-,"SVIMS, Tirupati",ANATOMY,AP Govt-Serv LOC,BCB-GEN
-,-,-,-,-,-,-,-,-,-,156944,"Alluri Sitaram Raju, Eluru",BIOCHEMISTRY,AP Govt-NS LOC,OPEN-GEN
-,-,-,-,-,-,-,82089,90523,105762,-,"Andhra Med Coll, Vizag",BIOCHEMISTRY,AP Govt-NS LOC,OPEN-GEN
-,187175,-,-,-,-,-,-,-,146263,-,"Andhra Med Coll, Vizag",BIOCHEMISTRY,AP Govt-NS LOC,BCB-GEN
-,-,-,-,-,-,-,-,-,181532,-,"Andhra Med Coll, Vizag",BIOCHEMISTRY,AP Govt-NS LOC,BCA-GEN
-,-,-,-,-,-,-,121397,108220,-,-,"Andhra Med Coll, Vizag",BIOCHEMISTRY,AP Govt-NS LOC,BCD-GEN
-,118001,-,-,-,-,-,-,-,-,-,"Andhra Med Coll, Vizag",BIOCHEMISTRY,AP Govt-NS LOC,OPEN-FEM
-,139447,-,-,-,-,-,-,-,-,-,"Dr PSI Med Coll, Chinoutpalli",BIOCHEMISTRY,AP Govt-Serv UNR,OPEN-FEM
-,-,-,-,-,-,-,80845,104006,112312,-,"Govt Med Coll, Ananthapuram",BIOCHEMISTRY,AP Govt-NS LOC,OPEN-GEN
-,-,-,-,-,-,-,-,93713,171311,-,"Govt Siddhartha, Vijaywada",BIOCHEMISTRY,AP Govt-NS APUR,OPEN-FEM
-,-,-,-,-,-,-,98084,-,-,-,"Govt Siddhartha, Vijaywada",BIOCHEMISTRY,AP Govt-NS APUR,SC-FEM
103955,146512,-,-,-,-,-,-,-,-,-,"Govt Siddhartha, Vijaywada",BIOCHEMISTRY,AP Govt-NS UNR,OPEN-GEN
-,-,-,-,-,-,-,-,-,179873,-,"Guntur Med Coll, Guntur",BIOCHEMISTRY,AP Govt-NS LOC,BCD-FEM
-,-,-,-,-,-,-,55881,-,-,-,"Guntur Med Coll, Guntur",BIOCHEMISTRY,AP Govt-NS LOC,OPEN-FEM
-,-,-,-,-,-,-,-,-,156190,141767,"Kurnool Med Coll, Kurnool",BIOCHEMISTRY,AP Govt-NS APUR,OPEN-GEN
-,-,-,-,-,-,-,93135,93135,155117,-,"Kurnool Med Coll, Kurnool",BIOCHEMISTRY,AP Govt-NS LOC,SC-GEN
47412,47412,-,-,-,-,-,-,-,-,-,"Kurnool Med Coll, Kurnool",BIOCHEMISTRY,AP Govt-NS LOC,OPEN-GEN
-,194048,-,-,-,-,-,-,-,-,-,"Kurnool Med Coll, Kurnool",BIOCHEMISTRY,AP Govt-Serv LOC,SC-GEN
-,-,-,-,-,-,-,100170,-,-,-,"Narayana Med Coll, Nellore",BIOCHEMISTRY,AP Govt-Serv LOC,OPEN-GEN
49050,195524,-,-,-,-,-,-,-,-,-,"Rajiv Gandhi IMS, Kadapa",BIOCHEMISTRY,AP Govt-NS APUR,OPEN-GEN
-,-,-,-,-,-,-,115883,115883,115883,-,"Rajiv Gandhi IMS, Kadapa",BIOCHEMISTRY,AP Govt-NS LOC,BCB-GEN
-,-,-,-,-,-,-,105210,116675,152285,-,"Rajiv Gandhi IMS, Kadapa",BIOCHEMISTRY,AP Govt-NS LOC,OPEN-FEM
-,-,-,-,-,-,-,-,-,-,151057,"Rajiv Gandhi IMS, Ongole",BIOCHEMISTRY,AP Govt-NS APUR,OPEN-GEN
-,194295,-,-,-,-,-,-,-,-,-,"Rajiv Gandhi IMS, Srikakulam",BIOCHEMISTRY,AP Govt-NS LOC,ST-FEM
-,-,-,-,-,-,-,-,-,160162,-,"Rangaraya Med Coll, Kakinada",BIOCHEMISTRY,AP Govt-NS LOC,OPEN-FEM
-,-,-,-,-,-,-,-,-,-,118278,"Rangaraya Med Coll, Kakinada",BIOCHEMISTRY,AP Govt-NS LOC,OPEN-GEN
-,199476,-,-,-,-,-,-,-,-,-,"Rangaraya Med Coll, Kakinada",BIOCHEMISTRY,AP Govt-NS LOC,SC-GEN
97850,-,-,-,-,-,-,-,-,-,-,"Rangaraya Med Coll, Kakinada",BIOCHEMISTRY,AP Govt-NS UNR,OPEN-GEN
-,-,-,-,-,-,-,-,105550,-,-,"Santhiram Med Coll, Nandyal",BIOCHEMISTRY,AP Govt-NS LOC,OPEN-GEN-PHO
-,-,-,-,-,-,-,-,77890,116675,-,"SV Med Coll, Tirupati",BIOCHEMISTRY,AP Govt-NS APUR,OPEN-GEN
-,-,-,-,-,-,-,110517,-,-,-,"SV Med Coll, Tirupati",BIOCHEMISTRY,AP Govt-NS APUR,SC-GEN
-,-,-,-,-,-,-,-,187208,-,-,"SV Med Coll, Tirupati",BIOCHEMISTRY,AP Govt-Serv LOC,BCD-GEN
-,127304,-,-,-,-,-,-,-,-,-,"SV Med Coll, Tirupati",BIOCHEMISTRY,AP Govt-Serv LOC,OPEN-GEN
-,-,-,-,-,-,-,-,-,137700,-,"SVIMS, Tirupati",BIOCHEMISTRY,AP Govt-NS LOC,ST-GEN
-,-,-,-,-,-,-,-,-,-,181168,"VMC, Kurnool",BIOCHEMISTRY,AP Govt-NS LOC,OPEN-GEN
73999,-,-,-,-,-,-,-,-,-,-,"VMC, Kurnool",BIOCHEMISTRY,AP Govt-NS LOC,OPEN-FEM
45767,125167,185257,-,-,-,-,-,-,96685,-,"Dr PSI Med Coll, Chinoutpalli",DCP,AP Govt-NS LOC,OPEN-GEN
-,-,-,-,-,-,-,96685,-,96819,-,"Dr PSI Med Coll, Chinoutpalli",DCP,AP Govt-NS LOC,SC-GEN
-,161893,161294,-,-,-,-,-,-,-,-,"Dr PSI Med Coll, Chinoutpalli",DCP,AP Govt-Serv LOC,OPEN-GEN
-,-,-,-,-,-,-,10896,17949,17949,-,"SV Med Coll, Tirupati",DDVL,AP Govt-NS LOC,OPEN-GEN
-,-,-,-,-,-,-,27547,34906,39162,-,"Alluri Sitaram Raju, Eluru",DERMATOLOGY,AP Govt-NS APUR,SC-GEN
-,-,-,-,-,-,-,29006,29006,32028,-,"Alluri Sitaram Raju, Eluru",DERMATOLOGY,AP Govt-NS LOC,BCE-GEN
9641,9641,-,-,-,-,-,-,-,-,-,"Alluri Sitaram Raju, Eluru",DERMATOLOGY,AP Govt-NS LOC,OPEN-GEN
13534,25579,-,-,-,-,-,-,-,-,-,"Alluri Sitaram Raju, Eluru",DERMATOLOGY,AP Govt-NS LOC,BCA-FEM
-,-,-,-,-,-,-,99727,99727,-,-,"Alluri Sitaram Raju, Eluru",DERMATOLOGY,AP Govt-Serv LOC,SC-GEN
-,130075,-,-,-,-,-,-,-,-,-,"Alluri Sitaram Raju, Eluru",DERMATOLOGY,AP Govt-Serv LOC,BCB-GEN
-,-,-,-,-,-,-,2565,2565,2565,-,"Andhra Med Coll, Vizag",DERMATOLOGY,AP Govt-NS LOC,OPEN-FEM
-,-,-,-,-,-,-,3006,3006,3006,-,"Andhra Med Coll, Vizag",DERMATOLOGY,AP Govt-NS LOC,BCA-GEN
-,-,-,-,-,-,-,3469,3469,3469,-,"Andhra Med Coll, Vizag",DERMATOLOGY,AP Govt-NS LOC,BCD-GEN
-,-,-,-,-,-,-,79170,79170,79170,-,"Andhra Med Coll, Vizag",DERMATOLOGY,AP Govt-NS LOC,OPEN-GEN-PHO
4768,-,-,-,-,-,-,-,-,-,-,"Andhra Med Coll, Vizag",DERMATOLOGY,AP Govt-NS LOC,BCB-GEN
11399,20983,-,-,-,-,-,-,-,-,-,"Andhra Med Coll, Vizag",DERMATOLOGY,AP Govt-NS LOC,SC-GEN
26544,26544,-,-,-,-,-,-,-,-,-,"Andhra Med Coll, Vizag",DERMATOLOGY,AP Govt-NS LOC,ST-GEN
-,-,-,-,-,-,-,59030,59030,-,-,"Andhra Med Coll, Vizag",DERMATOLOGY,AP Govt-Serv LOC,OPEN-GEN
42785,68149,-,-,-,-,-,-,-,-,-,"Andhra Med Coll, Vizag",DERMATOLOGY,AP Govt-Serv LOC,OPEN-FEM
-,-,-,-,-,-,-,10591,10591,10591,-,"Apollo IMS&R, Chittoor",DERMATOLOGY,AP Govt-NS LOC,BCE-GEN
-,-,-,-,-,-,-,4835,5013,9293,-,"Dr PSI Med Coll, Chinoutpalli",DERMATOLOGY,AP Govt-NS APUR,OPEN-FEM
-,-,-,-,-,-,-,60731,60731,60731,-,"Dr PSI Med Coll, Chinoutpalli",DERMATOLOGY,AP Govt-NS LOC,ST-FEM
4067,10152,-,-,-,-,-,-,-,-,-,"Dr PSI Med Coll, Chinoutpalli",DERMATOLOGY,AP Govt-NS LOC,OPEN-GEN
17696,17696,-,-,-,-,-,-,-,-,-,"Dr PSI Med Coll, Chinoutpalli",DERMATOLOGY,AP Govt-NS LOC,BCE-GEN
-,-,-,-,-,-,-,63458,-,-,-,"Dr PSI Med Coll, Chinoutpalli",DERMATOLOGY,AP Govt-Serv APUR,OPEN-GEN
97678,97678,-,-,-,-,-,-,-,-,-,"Dr PSI Med Coll, Chinoutpalli",DERMATOLOGY,AP Govt-Serv LOC,SC-FEM
