QUOTA,CATEGORY,STATE,INSTITUTE,COURSE,FEE,STIPEND YEAR 1,BOND YEARS,BOND PENALTY,BEDS,CR 2023 1,CR 2023 2,CR 2023 3,CR 2023 4,CR 2023 5,CR 2024 1,CR 2024 2,CR 2024 3,CR 2024 4,CR 2024 5
AIQ,OBC,Maharashtra,"BJMC, Pune",RADIO DIAGNOSIS,"₹ 1,43,300","₹92,522",1,"₹50,00,000",1296,820,865,865,-,-,533,576,588,-,-
AIQ,GEN,Kerala,"Govt Med Coll, Thrissur",DERMATOLOGY,"₹ 69,470","₹57,876",1,"₹ 50,00,000",1400,-,-,-,-,-,753,1070,592,2099,-
AIQ,GEN,Karnataka,"Mandya IMS, Mandya",RADIO DIAGNOSIS,"₹ 1,24,150","₹56,250",3,"₹ 50,00,000",Info Not Available,839,896,896,-,-,443,593,593,-,-
AIQ,GEN,Karnataka,"Belagavi IMS, Belagavi",RADIO DIAGNOSIS,"₹ 1,24,150","₹56,250",3,"₹ 50,00,000",1000,1262,1262,1262,-,-,594,594,594,-,-
AIQ,OBC,Bihar,"IGIMS, Patna",RADIO DIAGNOSIS,"₹ 1,60,000","₹ 1,05,000",0,₹0,1062,867,1712,1712,-,-,597,597,597,-,-
AIQ,OBC,Tamil Nadu,"Kilpauk Med Coll, Chennai",RADIO DIAGNOSIS,"₹ 50,000","₹ 52,451",2,"₹ 40,00,000",1700,-,-,-,-,-,468,598,598,-,-
AIQ,OBC,Kerala,"Govt Med Coll, Thrissur",RADIO DIAGNOSIS,"₹ 69,470","₹57,876",1,"₹ 50,00,000",1400,505,851,686,-,-,494,600,600,-,-
DNB Post MBBS,GEN,Maharashtra,"Kokilaben Dhirubhai Ambani,MUM",DNBRADIO DIAGNOSIS,"₹1,25,000","₹89,000",0,₹0,550,530,546,546,-,-,363,602,602,-,-
AIQ,GEN,West Bengal,"Medical College, Kolkata",RADIO DIAGNOSIS,"₹ 12,000","₹49,884",3,"₹ 30,00,000",2668,359,878,878,-,-,152,545,605,-,-
AIQ,GEN,Rajasthan,"SP Med Coll, Bikaner",RADIO DIAGNOSIS,"₹ 12,812","₹ 82,800",2,"₹ 25,00,000",Info Not Available,627,643,643,-,-,606,606,606,-,-
AIQ,GEN,Delhi,"VMMC, Delhi",ORTHOPAEDICS,"₹ 41,000","₹ 1,20,965",0,₹ 0,1550,518,871,1245,-,-,607,607,607,-,-
AIQ,GEN,West Bengal,"Nilratan Sircar, Kolkata",ORTHOPAEDICS,"₹ 12,000","₹49,884",3,"₹ 30,00,000",1920,2087,2788,1561,-,-,2895,3820,608,-,-
AIQ,GEN,Meghalaya,"NEIGRIHMS, Shillong",GENERAL MEDICINE,"₹ 16,300","₹ 96,000",0,₹0,594,1464,2461,2097,-,-,618,618,618,-,-
AIQ,OBC,Maharashtra,"Govt Med Coll, Nagpur",RADIO DIAGNOSIS,"₹ 1,43,300","₹92,522",1,"₹50,00,000",1866,843,905,905,-,-,345,584,623,-,-
AIQ,GEN,Jharkhand,"Rajendra IMS, Ranchi",RADIO DIAGNOSIS,"₹1,500","₹ 1,00,770",3,"₹ 30,00,000",1754,1160,1160,1160,-,-,504,504,629,-,-
AIQ,OBC,Kerala,"Medical College, Trivandrum",RADIO DIAGNOSIS,"₹ 69,470","₹57,876",1,"₹ 50,00,000",2126,481,820,1134,-,-,467,630,630,-,-
IP,GEN,Delhi,"VMMC, Delhi",DERMATOLOGY,"₹ 41,000","₹ 1,20,965",0,₹ 0,1550,1292,1292,1292,-,-,631,631,631,-,-
AIQ,OBC,Tamil Nadu,Coimbatore Med Coll,RADIO DIAGNOSIS,"₹ 50,000","₹ 52,451",2,"₹ 40,00,000",1182,-,-,-,-,-,540,540,636,4121,-
AIQ,GEN,Maharashtra,"Govt Med Coll, Aurangabad",RADIO DIAGNOSIS,"₹ 1,43,300","₹92,522",1,"₹50,00,000",1177,517,854,852,2265,-,471,530,639,-,-
AIQ,GEN,Madhya Pradesh,"Gaja Raja Med Coll, Gwalior",RADIO DIAGNOSIS,"₹ 1,01,500","₹75,444",1,"₹10,00,000",1100,732,811,825,-,-,621,621,641,-,-
AIQ,GEN,Kerala,"Govt Med Coll, Kozhikode",GENERAL MEDICINE,"₹ 69,470","₹57,876",1,"₹ 50,00,000",3025,138,138,138,-,-,148,643,642,-,-
AIQ,OBC,Delhi,"VMMC, Delhi",GENERAL SURGERY,"₹ 41,000","₹ 1,20,965",0,₹ 0,1550,274,274,920,-,-,588,588,658,-,-
AIQ,GEN,Delhi,"UCMS, Delhi",GENERAL SURGERY,"₹ 57,600","₹ 1,26,927",0,₹ 0,1000,808,808,1623,-,-,663,663,663,-,-
AIQ,GEN,Jammu and Kashmir,"Govt Med Coll, Jammu",RADIO DIAGNOSIS,"₹ 25,000","₹59,500",0,₹ 0,1700,797,1021,1021,-,-,671,671,671,-,-
AIQ,GEN,Kerala,"Medical College, Trivandrum",GENERAL MEDICINE,"₹ 69,470","₹57,876",1,"₹ 50,00,000",2126,455,789,999,-,-,302,610,674,-,-
AIQ,EWS,Delhi,"VMMC, Delhi",GENERAL SURGERY,"₹ 41,000","₹ 1,20,965",0,₹ 0,1550,1987,1987,1987,-,-,683,683,683,-,-
AIQ,EWS,Uttar Pradesh,"Dr RML IMS, Lucknow",RADIO DIAGNOSIS,"₹ 37,500","₹1,08,672",2,"₹ 40,00,000",Info Not Available,718,718,718,-,-,686,686,686,-,-
AIQ,OBC,Maharashtra,"Govt Med Coll, Nagpur",DERMATOLOGY,"₹ 1,43,300","₹92,522",1,"₹50,00,000",1866,2334,2873,3383,-,-,695,695,695,-,-
AIQ,GEN,Delhi,"ESI, Basaidarpur, Delhi",DERMATOLOGY,"₹ 2,50,000","₹ 1,15,000",2,"₹ 10,00,000",600,347,347,347,-,-,579,697,697,-,-
AIQ,OBC,Maharashtra,"Seth GS, Mumbai",DERMATOLOGY,"₹ 1,43,300","₹92,522",1,"₹50,00,000",2250,841,841,841,-,-,702,702,702,-,-
DNB Post MBBS,GEN,Haryana,"Fortis Memorial RI, Gurgaon",DNBNUCLEAR MEDICINE,"₹1,25,000","₹57,000",0,₹0,300,2298,2298,2298,-,-,2599,2599,709,7912,-
AIQ,GEN,Bihar,"IGIMS, Patna",GENERAL MEDICINE,"₹ 1,60,000","₹ 1,05,000",0,₹0,1062,809,1276,1276,-,-,710,710,710,2506,-
DNB Post MBBS,GEN,Maharashtra,"PD Hinduja, Mumbai",DNBRADIO DIAGNOSIS,"₹1,25,000","₹89,700",0,₹0,400,578,731,989,-,-,425,712,712,-,-
AIQ,EWS,Tamil Nadu,"Madras Med Coll, Chennai",GENERAL MEDICINE,"₹ 50,000","₹ 52,451",2,"₹ 40,00,000",7285,1775,1775,2555,6929,-,720,720,720,-,-
AIQ,OBC,Rajasthan,"SNMC, Jodhpur",RADIO DIAGNOSIS,"₹ 12,812","₹ 82,800",2,"₹ 25,00,000",3101,1175,2156,1207,-,-,721,721,721,-,-
DU,OBC,Delhi,"MAMC, Delhi",DERMATOLOGY,"₹ 57,600","₹ 1,26,927",0,₹ 0,2800,-,-,-,-,-,730,730,730,-,-
AIQ,OBC,Maharashtra,"Topiwala, Mumbai",RADIO DIAGNOSIS,"₹ 1,43,300","₹92,522",1,"₹50,00,000",1300,816,936,936,-,-,576,731,731,-,-
AIQ,GEN,Andhra Pradesh,"Andhra Med Coll, Vizag",RADIO DIAGNOSIS,"₹ 48,600","₹60,823",0,₹ 0,1030,679,740,1120,-,-,656,656,732,-,-
AIQ,GEN,Telangana,"Gandhi Med Coll, Secunderabad",GENERAL MEDICINE,"₹ 25,000","₹58,289",1,"₹20,00,000",1200,437,437,437,-,-,701,701,735,4285,-
DNB Post MBBS,GEN,Maharashtra,"HurkisondasNurrotumdas, Mumbai",DNBRADIO DIAGNOSIS,"₹1,25,000","₹94,000",0,₹0,360,998,1242,1242,-,-,712,728,737,-,-
AIQ,EWS,Karnataka,"Bangalore Med Coll, Bangalore",RADIO DIAGNOSIS,"₹ 1,24,150","₹56,250",3,"₹ 50,00,000",1993,625,625,625,-,-,386,740,740,-,-
AIQ,GEN,Karnataka,"ESI, Bangalore",GENERAL MEDICINE,"₹ 2,50,000","₹ 1,11,780",2,"₹ 10,00,000",530,1520,1854,1854,-,-,743,743,743,-,-
AIQ,GEN,Karnataka,"Belagavi IMS, Belagavi",DERMATOLOGY,"₹ 1,24,150","₹56,250",3,"₹ 50,00,000",1000,-,-,-,-,-,745,745,745,-,-
AIQ,GEN,Madhya Pradesh,"MGM Med Coll, Indore",RADIO DIAGNOSIS,"₹ 1,01,500","₹75,444",1,"₹10,00,000",1300,825,1641,1812,-,-,508,641,746,1281,-
AIQ,SC,Delhi,"VMMC, Delhi",GENERAL MEDICINE,"₹ 41,000","₹ 1,20,965",0,₹ 0,1550,697,727,1392,-,-,747,747,747,-,-
AIQ,GEN,Tamil Nadu,"Madras Med Coll, Chennai",GENERAL MEDICINE,"₹ 50,000","₹ 52,451",2,"₹ 40,00,000",7285,419,396,918,-,-,320,320,748,-,-
AIQ,GEN,Maharashtra,"Lokmanya Tilak, Sion, Mumbai",DERMATOLOGY,"₹ 1,43,300","₹92,522",1,"₹50,00,000",1462,20,140,140,-,-,481,750,750,-,-
DNB Post MBBS,GEN,Delhi,"Indraprastha Apollo Hosp,Delhi",DNBRADIO DIAGNOSIS,"₹1,25,000","₹64,500",0,₹0,718,1506,1693,1693,-,-,672,751,751,-,-
AIQ,GEN,Himachal Pradesh,"IGMC, Shimla",RADIO DIAGNOSIS,"₹ 39,000","₹ 40,000",3,"₹ 40,00,000",1031,589,797,797,-,-,493,704,754,-,-
AIQ,OBC,Kerala,"Medical College, Trivandrum",DERMATOLOGY,"₹ 69,470","₹57,876",1,"₹ 50,00,000",2126,1008,1500,1500,-,-,756,756,756,-,-
AIQ,GEN,West Bengal,"Nilratan Sircar, Kolkata",GENERAL MEDICINE,"₹ 12,000","₹49,884",3,"₹ 30,00,000",1920,701,802,955,-,-,480,566,757,-,-
AIQ,GEN,Rajasthan,"JLNMC, Ajmer",RADIO DIAGNOSIS,"₹ 10,982","₹ 82,800",2,"₹ 25,00,000",1428,989,1187,1187,-,-,759,759,759,-,-
AIQ,EWS,Delhi,"VMMC, Delhi",ORTHOPAEDICS,"₹ 41,000","₹ 1,20,965",0,₹ 0,1550,853,853,3205,-,-,766,766,766,-,-
AIQ,OBC,Kerala,"TD Med Coll, Allepey",RADIO DIAGNOSIS,"₹ 69,470","₹57,876",1,"₹ 50,00,000",1050,588,904,904,-,-,448,772,772,-,-
AIQ,OBC,Telangana,"ESIC Med Coll,Sanath Nagar",RADIO DIAGNOSIS,"₹ 2,50,000","₹ 1,26,927",2,"₹ 10,00,000",690,903,903,903,-,-,783,783,783,-,-
AIQ,GEN,Kerala,"Govt Med Coll, Kottayam",GENERAL MEDICINE,"₹ 69,470","₹57,876",1,"₹ 50,00,000",Info Not Available,443,810,858,-,-,372,784,784,-,-
AIQ,SC,Delhi,"VMMC, Delhi",RADIO DIAGNOSIS,"₹ 41,000","₹ 1,20,965",0,₹ 0,1550,221,221,221,-,-,785,785,785,-,-
AIQ,GEN,Delhi,"ABVIMS , Delhi",PAEDIATRICS,"₹ 41,000","₹ 1,20,965",0,₹ 0,1626,726,914,1052,-,-,651,786,786,-,-
AIQ,SC,West Bengal,"IPGMER, Kolkata",RADIO DIAGNOSIS,"₹ 12,000","₹49,884",3,"₹ 30,00,000",2300,2337,2337,2337,-,-,788,788,788,-,-
AIQ,OBC,Karnataka,"Bangalore Med Coll, Bangalore",RADIO DIAGNOSIS,"₹ 1,24,150","₹56,250",3,"₹ 50,00,000",1993,672,672,843,-,-,731,790,790,-,-
AIQ,GEN,Haryana,"Pt BD Sharma, Rohtak",GENERAL MEDICINE,"₹ 1,25,000","₹ 1,00,980",0,₹ 0,2080,195,370,563,-,-,487,649,791,3667,-
AIQ,OBC,Kerala,"Govt Med Coll, Kozhikode",GENERAL MEDICINE,"₹ 69,470","₹57,876",1,"₹ 50,00,000",3025,220,220,220,-,-,792,792,792,-,-
DNB Post MBBS,GEN,Delhi,"Batra Hospital, Delhi",DNBRADIO DIAGNOSIS,"₹1,25,000","₹61,000",0,₹0,495,1466,1753,1753,-,-,798,798,798,-,-
AIQ,EWS,Odisha,"SCB, Cuttack",GENERAL MEDICINE,"₹ 38,500","₹70,686",2,"₹ 53,30,000",2106,1274,1274,1274,-,-,800,800,800,-,-
AIQ,OBC,Karnataka,"Mysore Med Coll, Mysore",RADIO DIAGNOSIS,"₹ 1,24,150","₹56,250",3,"₹ 50,00,000",1050,576,843,576,-,-,793,801,801,-,-
AIQ,GEN,Gujarat,"Medical College, Baroda",DERMATOLOGY,"₹ 30,000","₹1,00,800",1,"₹ 40,00,000",1250,659,1610,1366,-,-,804,804,804,-,-
AIQ,OBC,Kerala,"Govt Med Coll, Kozhikode",DERMATOLOGY,"₹ 69,470","₹57,876",1,"₹ 50,00,000",3025,442,442,442,-,-,806,806,806,-,-
AIQ,OBC,Kerala,"Govt Med Coll, Kottayam",RADIO DIAGNOSIS,"₹ 69,470","₹57,876",1,"₹ 50,00,000",Info Not Available,-,-,-,-,-,630,793,813,-,-
AIQ,GEN,Madhya Pradesh,"Gandhi Med Coll, Bhopal",RADIO DIAGNOSIS,"₹ 1,01,500","₹75,444",1,"₹10,00,000",1135,691,691,691,-,-,394,394,816,2186,3394
AIQ,OBC,Uttar Pradesh,"JNMC , Aligarh",RADIO DIAGNOSIS,"₹38,000","₹ 1,08,000",0,₹0,1269,759,1140,1536,-,-,689,819,819,-,-
AIQ,GEN,Tamil Nadu,Thanjavur Med Coll,RADIO DIAGNOSIS,"₹ 50,000","₹ 52,451",2,"₹ 40,00,000",1466,-,-,-,-,-,498,822,822,-,-
AIQ,GEN,Delhi,"ABVIMS , Delhi",GENERAL SURGERY,"₹ 41,000","₹ 1,20,965",0,₹ 0,1626,428,332,587,-,-,479,823,823,-,-
AIQ,EWS,Delhi,"ABVIMS , Delhi",GENERAL SURGERY,"₹ 41,000","₹ 1,20,965",0,₹ 0,1626,2163,2163,2163,-,-,824,824,824,-,-
AIQ,GEN,Delhi,"Lady Hardinge, Delhi",PAEDIATRICS,"₹ 57,600","₹ 1,26,927",0,₹ 0,877,483,483,483,-,-,550,580,825,-,-
AIQ,EWS,Karnataka,"KIMS, Hubli",GENERAL MEDICINE,"₹ 1,24,150","₹56,250",3,"₹ 50,00,000",1200,1222,2140,2140,-,-,841,841,841,-,-
AIQ,GEN,Delhi,"MAMC, Delhi",GENERAL SURGERY,"₹ 57,600","₹ 1,26,927",0,₹ 0,2800,199,199,332,-,-,315,315,857,-,-
AIQ,GEN,Maharashtra,"Govt Med Coll, Nagpur",GENERAL MEDICINE,"₹ 1,43,300","₹92,522",1,"₹50,00,000",1866,515,831,983,-,-,522,537,861,-,-
AIQ,GEN,West Bengal,"IPGMER, Kolkata",GENERAL SURGERY,"₹ 12,000","₹49,884",3,"₹ 30,00,000",2300,1046,1046,1046,-,-,826,826,863,-,-
AIQ,GEN,Tamil Nadu,"Stanley Med Coll, Chennai",DERMATOLOGY,"₹ 50,000","₹ 52,451",2,"₹ 40,00,000",1661,972,1815,1815,-,-,750,864,864,-,-
AIQ,GEN,Assam,"Gauhati Med Coll, Guwahati",RADIO DIAGNOSIS,"₹ 17,900","₹ 55,200",2,"₹ 20,00,000",2185,1051,1418,1294,-,-,866,866,866,-,-
AIQ,GEN,Maharashtra,"MGIMS, Wardha",RADIO DIAGNOSIS,"₹ 1,43,300","₹89,698",1,"₹50,00,000",1000,-,-,-,-,-,770,871,871,-,-
AIQ,OBC,Andhra Pradesh,"SV Med Coll, Tirupati",DERMATOLOGY,"₹ 48,600","₹60,823",0,₹ 0,940,2273,2273,2273,-,-,872,872,872,-,-
AIQ,GEN,Maharashtra,"Grant Med Coll, Mumbai",GENERAL SURGERY,"₹ 1,43,300","₹92,522",1,"₹50,00,000",2844,461,461,461,-,-,661,874,874,-,-
DU,GEN,Delhi,"UCMS, Delhi",GENERAL SURGERY,"₹ 57,600","₹ 1,26,927",0,₹ 0,1000,1635,1635,1813,6410,-,877,877,877,-,-
AIQ,OBC,Delhi,"ABVIMS , Delhi",GENERAL SURGERY,"₹ 41,000","₹ 1,20,965",0,₹ 0,1626,1430,1430,1430,-,-,880,880,880,-,-
AIQ,OBC,Telangana,"Osmania Med Coll, Hyderabad",RADIO DIAGNOSIS,"₹ 25,000","₹58,289",1,"₹20,00,000",4800,410,410,410,-,-,526,526,883,-,-
AIQ,GEN,Telangana,"Osmania Med Coll, Hyderabad",GENERAL MEDICINE,"₹ 25,000","₹58,289",1,"₹20,00,000",4800,633,923,1001,-,-,735,886,886,-,-
AIQ,GEN,Madhya Pradesh,"MGM Med Coll, Indore",GENERAL MEDICINE,"₹ 1,01,500","₹75,444",1,"₹10,00,000",1300,1056,1056,1056,-,-,811,882,888,-,-
DNB Post MBBS,GEN,Delhi,"Sir Ganga Ram Hospital, Delhi",DNBGENERAL MEDICINE,"₹1,25,000","₹92,000",0,₹0,675,766,1632,1632,-,-,861,738,890,-,-
AIQ,GEN,Delhi,"Lady Hardinge, Delhi",GENERAL SURGERY,"₹ 57,600","₹ 1,26,927",0,₹ 0,877,977,1344,1403,-,-,823,900,900,-,-
AIQ,GEN,Maharashtra,"Govt Med Coll, Miraj",RADIO DIAGNOSIS,"₹ 1,43,300","₹92,522",1,"₹50,00,000",725,854,1257,1532,-,-,623,623,906,-,-
AIQ,GEN,Odisha,"SCB, Cuttack",RADIO DIAGNOSIS,"₹ 38,500","₹70,686",2,"₹ 53,30,000",2106,654,1239,1239,-,-,629,887,908,-,-
AIQ,OBC,Maharashtra,"Govt Med Coll, Aurangabad",RADIO DIAGNOSIS,"₹ 1,43,300","₹92,522",1,"₹50,00,000",1177,1062,1484,1975,3259,-,876,876,912,-,-
AIQ,OBC,Kerala,"Govt Med Coll, Kottayam",GENERAL MEDICINE,"₹ 69,470","₹57,876",1,"₹ 50,00,000",Info Not Available,755,1061,1061,-,-,921,921,921,-,-
AIQ,GEN,Kerala,"Govt Med Coll, Kozhikode",DERMATOLOGY,"₹ 69,470","₹57,876",1,"₹ 50,00,000",3025,177,177,177,-,-,696,924,924,-,-
AIQ,GEN,Karnataka,"Kidwai Memorial, Bangalore",RADIO DIAGNOSIS,"₹ 1,24,150","₹56,250",3,"₹ 50,00,000",680,872,895,895,-,-,913,492,928,-,-
AIQ,GEN,Himachal Pradesh,"RPG, Tanda",RADIO DIAGNOSIS,"₹ 39,000","₹ 40,000",3,"₹ 40,00,000",802,984,1191,2110,-,-,768,768,931,-,-
AIQ,OBC,Maharashtra,"BJMC, Pune",GENERAL MEDICINE,"₹ 1,43,300","₹92,522",1,"₹50,00,000",1296,1704,2712,2886,-,-,932,932,932,-,-
AIQ,GEN,Uttar Pradesh,"IMS, Varanasi",GENERAL SURGERY,"₹ 48,226","₹ 1,00,706",0,₹0,1165,1137,1518,1687,-,-,963,963,939,-,-
DNB Post MBBS,GEN,Maharashtra,"PD Hinduja, Mumbai",DNBGENERAL MEDICINE,"₹1,25,000","₹89,700",0,₹0,400,1670,1386,2208,-,-,942,942,942,-,-
AIQ,EWS,Gujarat,"Govt Med Coll, Surat",RADIO DIAGNOSIS,"₹ 30,000","₹1,00,800",1,"₹ 40,00,000",1150,-,-,-,-,-,944,1202,944,-,-
AIQ,GEN,Odisha,"MKCG, Berhampur",DERMATOLOGY,"₹ 38,500","₹70,686",2,"₹ 53,30,000",1140,1761,1976,1976,-,-,714,945,945,-,-
AIQ,GEN,Telangana,"Gandhi Med Coll, Secunderabad",RADIO DIAGNOSIS,"₹ 25,000","₹58,289",1,"₹20,00,000",1200,550,645,645,-,-,464,464,946,3407,-
DNB Post MBBS,GEN,Delhi,"Max SS Hosp, Saket, Delhi",DNBRADIO DIAGNOSIS,"₹1,25,000","₹60,000",0,₹0,539,1418,1598,1598,-,-,602,691,948,-,-
AIQ,OBC,Telangana,"Gandhi Med Coll, Secunderabad",RADIO DIAGNOSIS,"₹ 25,000","₹58,289",1,"₹20,00,000",1200,965,965,965,-,-,883,883,951,-,-
AIQ,GEN,West Bengal,Burdwan Medical College,RADIO DIAGNOSIS,"₹ 12,000","₹49,884",3,"₹ 30,00,000",1099,-,-,-,-,-,561,955,955,-,-
AIQ,GEN,Gujarat,"PDU Med Coll, Rajkot",RADIO DIAGNOSIS,"₹ 30,000","₹1,00,800",1,"₹ 40,00,000",750,1013,1196,1196,-,-,567,930,956,-,-
AIQ,GEN,Tamil Nadu,Tirunelveli Med Coll,RADIO DIAGNOSIS,"₹ 50,000","₹ 52,451",2,"₹ 40,00,000",1737,639,867,867,-,-,813,813,957,-,-
AIQ,EWS,Delhi,"MAMC, Delhi",PAEDIATRICS,"₹ 57,600","₹ 1,26,927",0,₹ 0,2800,-,-,-,-,-,965,965,965,-,-
AIQ,OBC,Uttar Pradesh,"IMS, Varanasi",DERMATOLOGY,"₹ 48,226","₹ 1,00,706",0,₹0,1165,682,682,682,-,-,976,976,976,-,-
AIQ,OBC,Punjab,"Govt Med Coll, Amritsar",RADIO DIAGNOSIS,"₹ 1,25,000","₹ 67,968",1,"₹ 10,00,000",951,1571,2330,2330,-,-,980,980,980,-,-
AIQ,OBC,Delhi,"UCMS, Delhi",GENERAL MEDICINE,"₹ 57,600","₹ 1,26,927",0,₹ 0,1000,456,689,830,-,-,407,407,987,-,-
AIQ,EWS,Maharashtra,"Indira Gandhi MedColl, Nagpur",RADIO DIAGNOSIS,"₹ 1,43,300","₹92,522",1,"₹50,00,000",822,1071,1071,1071,-,-,992,992,992,-,-
AIQ,GEN,Delhi,"MAMC, Delhi",PAEDIATRICS,"₹ 57,600","₹ 1,26,927",0,₹ 0,2800,389,389,389,-,-,235,996,996,-,-
AIQ,OBC,Kerala,"Medical College, Trivandrum",GENERAL MEDICINE,"₹ 69,470","₹57,876",1,"₹ 50,00,000",2126,725,945,945,-,-,889,1005,1005,-,-
AIQ,OBC,Karnataka,"Shimoga IMS, Shimoga",RADIO DIAGNOSIS,"₹ 1,24,150","₹56,250",3,"₹ 50,00,000",950,-,-,-,-,-,1009,1009,1009,-,-
AIQ,EWS,Telangana,"Osmania Med Coll, Hyderabad",GENERAL MEDICINE,"₹ 25,000","₹58,289",1,"₹20,00,000",4800,-,-,-,-,-,1010,1010,1010,-,-
AIQ,OBC,Karnataka,"Mandya IMS, Mandya",RADIO DIAGNOSIS,"₹ 1,24,150","₹56,250",3,"₹ 50,00,000",Info Not Available,-,-,-,-,-,801,1013,1013,-,-
AIQ,OBC,Karnataka,"Hassan IMS, Hassan",RADIO DIAGNOSIS,"₹ 1,24,150","₹56,250",3,"₹ 50,00,000",Info Not Available,-,-,-,-,-,1014,1014,1014,-,-
AIQ,EWS,Madhya Pradesh,"MGM Med Coll, Indore",GENERAL MEDICINE,"₹ 1,01,500","₹75,444",1,"₹10,00,000",1300,1836,1891,1891,-,-,1016,1016,1016,-,-
AIQ,OBC,Bihar,"Patna Med Coll, Patna",RADIO DIAGNOSIS,"₹ 9,000","₹82,000",3,"₹ 25,00,000",1748,1915,1738,2605,-,-,1017,1017,1017,-,-
AIQ,EWS,Andhra Pradesh,"SVIMS, Tirupati",RADIO DIAGNOSIS,"₹ 2,11,600","₹ 80,904",1,"₹ 40,00,000",1257,931,882,882,-,-,1024,1024,1024,-,-
AIQ,GEN,Maharashtra,"BJMC, Pune",DERMATOLOGY,"₹ 1,43,300","₹92,522",1,"₹50,00,000",1296,33,33,33,-,-,814,1025,1025,-,-
AIQ,GEN,Jammu and Kashmir,"Govt Med Coll, Srinagar",RADIO DIAGNOSIS,"₹ 35,750","₹59,500",0,₹ 0,2150,1246,2024,2024,-,-,711,1040,1040,-,-
AIQ,GEN,Haryana,"ESIC Med Coll, Faridabad",GENERAL MEDICINE,"₹ 2,50,000","₹ 1,15,853",2,"₹ 10,00,000",625,415,415,415,-,-,491,1085,1045,-,-
AIQ,GEN,Karnataka,"Mysore Med Coll, Mysore",GENERAL MEDICINE,"₹ 1,24,150","₹56,250",3,"₹ 50,00,000",1050,656,1178,1552,-,-,593,1048,1048,-,-
DU,OBC,Delhi,"MAMC, Delhi",RADIO DIAGNOSIS,"₹ 57,600","₹ 1,26,927",0,₹ 0,2800,459,459,459,-,-,1049,1049,1049,-,-
AIQ,OBC,Uttar Pradesh,"IMS, Varanasi",GENERAL MEDICINE,"₹ 48,226","₹ 1,00,706",0,₹0,1165,438,719,719,-,-,987,1054,1054,-,-
AIQ,GEN,Telangana,"ESIC Med Coll,Sanath Nagar",GENERAL MEDICINE,"₹ 2,50,000","₹ 1,26,927",2,"₹ 10,00,000",690,-,-,-,-,-,858,1064,1065,-,-
AIQ,EWS,Karnataka,"Mysore Med Coll, Mysore",RADIO DIAGNOSIS,"₹ 1,24,150","₹56,250",3,"₹ 50,00,000",1050,-,-,-,-,-,732,1075,1075,-,-
AIQ,GEN,Gujarat,"Govt Med Coll, Surat",RADIO DIAGNOSIS,"₹ 30,000","₹1,00,800",1,"₹ 40,00,000",1150,579,1120,1013,-,-,694,1077,1077,-,-
AIQ,OBC,Gujarat,"BJMC, Ahmedabad",RADIO DIAGNOSIS,"₹ 30,000","₹1,00,800",1,"₹ 40,00,000",1557,733,1189,1431,3440,-,390,1079,1079,-,-
AIQ,SC,Maharashtra,"Grant Med Coll, Mumbai",RADIO DIAGNOSIS,"₹ 1,43,300","₹92,522",1,"₹50,00,000",2844,3384,4091,4091,-,-,1083,1083,1083,-,-
AIQ,EWS,Gujarat,"BJMC, Ahmedabad",GENERAL MEDICINE,"₹ 30,000","₹1,00,800",1,"₹ 40,00,000",1557,378,378,378,-,-,552,552,1084,-,-
AIQ,GEN,Kerala,"Govt Med Coll, Kottayam",DERMATOLOGY,"₹ 69,470","₹57,876",1,"₹ 50,00,000",Info Not Available,-,-,-,-,-,726,1091,1091,-,-
AIQ,EWS,Delhi,"ABVIMS , Delhi",PAEDIATRICS,"₹ 41,000","₹ 1,20,965",0,₹ 0,1626,-,-,-,-,-,1099,1099,1099,-,-
AIQ,GEN,Andhra Pradesh,"Rangaraya Med Coll, Kakinada",RADIO DIAGNOSIS,"₹ 48,600","₹60,823",0,₹ 0,1450,-,-,-,-,-,928,957,1101,-,-
AIQ,EWS,Chandigarh,"GMC, Chandigarh",GENERAL MEDICINE,"₹ 34,500","₹ 1,07,000",0,₹0,967,757,1214,1214,-,-,519,519,1102,-,-
AIQ,EWS,Maharashtra,"Topiwala, Mumbai",RADIO DIAGNOSIS,"₹ 1,43,300","₹92,522",1,"₹50,00,000",1300,-,-,-,-,-,291,291,1103,3356,6691
AIQ,GEN,Tamil Nadu,"Stanley Med Coll, Chennai",GENERAL MEDICINE,"₹ 50,000","₹ 52,451",2,"₹ 40,00,000",1661,750,953,953,-,-,734,1106,1106,-,-
AIQ,OBC,Kerala,"Govt Med Coll, Kottayam",DERMATOLOGY,"₹ 69,470","₹57,876",1,"₹ 50,00,000",Info Not Available,-,-,-,-,-,808,1108,1108,-,-
AIQ,EWS,West Bengal,"Medical College, Kolkata",GENERAL MEDICINE,"₹ 12,000","₹49,884",3,"₹ 30,00,000",2668,2555,2661,2661,-,-,1111,1111,1111,-,-
AIQ,OBC,Bihar,"IGIMS, Patna",GENERAL MEDICINE,"₹ 1,60,000","₹ 1,05,000",0,₹0,1062,2300,1541,1541,-,-,1112,1112,1112,-,-
AIQ,GEN,Maharashtra,"Grant Med Coll, Mumbai",DERMATOLOGY,"₹ 1,43,300","₹92,522",1,"₹50,00,000",2844,140,503,723,4240,-,724,1115,1115,1192,6631
